user_id,payment_id,linked_at,is_default_payment
USR00125,PMT00031,2026-06-01 08:06:05.779221,True
USR00127,PMT00031,2026-04-21 17:59:55.779221,True
USR00129,PMT00031,2026-05-06 21:31:57.779221,True
USR00131,PMT00032,2026-01-12 13:54:19.779221,True
USR00132,PMT00032,2026-05-29 14:04:27.779221,True
USR00133,PMT00032,2026-03-14 03:22:44.779221,True
USR00134,PMT00033,2026-04-21 10:11:03.779221,True
USR00135,PMT00033,2026-02-14 09:07:04.779221,True
USR00137,PMT00033,2026-04-15 20:16:08.779221,True
USR00138,PMT00034,2026-01-08 20:10:38.779221,True
USR00139,PMT00034,2026-02-06 11:41:39.779221,True
USR00143,PMT00034,2026-01-03 05:40:53.779221,True
USR00144,PMT00035,2026-05-13 15:33:31.779221,True
USR00145,PMT00035,2026-05-29 11:12:49.779221,True
USR00146,PMT00035,2025-12-26 12:33:16.779221,True
USR00147,PMT00036,2026-06-04 06:27:24.779221,True
USR00149,PMT00036,2026-04-03 22:16:59.779221,True
USR00150,PMT00036,2025-12-14 05:41:31.779221,True
USR00151,PMT00037,2026-03-16 09:18:01.779221,True
USR00153,PMT00037,2026-02-02 08:22:31.779221,True
USR00154,PMT00037,2026-05-14 13:38:44.779221,True
USR00155,PMT00038,2026-01-09 06:07:08.779221,True
USR00156,PMT00038,2026-03-01 01:08:20.779221,True
USR00157,PMT00038,2026-03-16 12:07:22.779221,True
USR00158,PMT00039,2026-05-10 13:01:01.779221,True
USR00159,PMT00039,2026-02-12 11:25:09.779221,True
USR00160,PMT00039,2026-01-01 14:49:01.779221,True
USR00161,PMT00040,2026-03-01 16:15:50.779221,True
USR00162,PMT00040,2026-02-27 23:59:16.779221,True
USR00163,PMT00040,2026-04-30 03:16:03.779221,True
USR00164,PMT00041,2026-01-02 11:48:12.779221,True
USR00168,PMT00041,2026-01-28 16:34:53.779221,True
USR00169,PMT00041,2026-01-19 19:17:39.779221,True
USR00170,PMT00042,2026-02-24 10:17:10.779221,True
USR00171,PMT00042,2026-01-29 20:54:17.779221,True
USR00172,PMT00042,2026-04-29 09:50:11.779221,True
USR00173,PMT00043,2025-12-11 10:54:50.779221,True
USR00174,PMT00043,2026-01-18 21:59:16.779221,True
USR00175,PMT00043,2025-12-24 06:41:19.779221,True
USR00176,PMT00044,2025-12-14 18:07:38.779221,True
USR00177,PMT00044,2026-05-06 13:13:33.779221,True
USR00178,PMT00044,2026-02-19 21:17:53.779221,True
USR00179,PMT00045,2026-05-25 23:02:28.779221,True
USR00180,PMT00045,2026-02-28 05:12:23.779221,True
USR00181,PMT00045,2026-05-05 22:22:23.779221,True
USR00182,PMT00046,2026-02-02 14:31:25.779221,True
USR00183,PMT00046,2026-05-06 03:52:50.779221,True
USR00185,PMT00046,2026-02-10 03:03:02.779221,True
USR00186,PMT00047,2026-05-02 06:48:57.779221,True
USR00187,PMT00047,2026-04-28 10:03:02.779221,True
USR00188,PMT00047,2026-01-18 05:04:12.779221,True
USR00189,PMT00048,2026-03-16 03:31:01.779221,True
USR00190,PMT00048,2026-03-08 18:24:41.779221,True
USR00191,PMT00048,2026-03-10 07:40:48.779221,True
USR00192,PMT00049,2026-01-01 12:09:47.779221,True
USR00193,PMT00049,2026-02-17 13:47:18.779221,True
USR00194,PMT00049,2026-05-22 11:58:49.779221,True
USR00195,PMT00050,2026-02-13 00:05:25.779221,True
USR00196,PMT00050,2026-04-22 17:17:51.779221,True
USR00197,PMT00050,2026-02-04 08:30:25.779221,True
USR00198,PMT00051,2025-12-15 22:55:42.779221,True
USR00199,PMT00051,2026-03-11 07:20:03.779221,True
USR00200,PMT00051,2026-04-05 23:15:57.779221,True
USR00202,PMT00052,2026-04-13 00:54:43.779221,True
USR00203,PMT00052,2026-04-13 21:59:59.779221,True
USR00204,PMT00052,2026-04-17 20:55:23.779221,True
USR00205,PMT00053,2026-05-09 02:09:21.779221,True
USR00208,PMT00053,2026-01-22 08:29:15.779221,True
USR00209,PMT00053,2026-04-30 09:56:44.779221,True
USR00210,PMT00054,2026-01-25 09:11:31.779221,True
USR00213,PMT00054,2026-04-10 13:37:01.779221,True
USR00214,PMT00054,2026-01-29 07:36:25.779221,True
USR00215,PMT00055,2026-03-13 16:38:09.779221,True
USR00216,PMT00055,2026-04-18 16:38:33.779221,True
USR00217,PMT00055,2026-01-15 14:34:00.779221,True
USR00219,PMT00056,2026-04-14 21:50:00.779221,True
USR00220,PMT00056,2026-02-19 00:21:29.779221,True
USR00221,PMT00056,2026-03-01 14:22:41.779221,True
USR00223,PMT00057,2025-12-13 14:41:54.779221,True
USR00224,PMT00057,2026-05-12 20:50:50.779221,True
USR00225,PMT00057,2026-01-09 03:56:53.779221,True
USR00226,PMT00058,2026-02-22 18:10:18.779221,True
USR00227,PMT00058,2025-12-30 13:47:14.779221,True
USR00229,PMT00058,2026-05-06 03:11:31.779221,True
USR00230,PMT00059,2026-05-27 02:13:13.779221,True
USR00231,PMT00059,2026-01-13 18:30:04.779221,True
USR00234,PMT00059,2026-05-11 10:39:14.779221,True
USR00235,PMT00060,2025-12-26 21:45:58.779221,True
USR00236,PMT00060,2026-01-15 01:56:47.779221,True
USR00237,PMT00060,2026-04-14 07:38:01.779221,True
USR00238,PMT00061,2026-05-30 17:14:12.779221,True
USR00239,PMT00061,2026-01-28 06:41:18.779221,True
USR00240,PMT00061,2026-05-07 12:28:12.779221,True
USR00242,PMT00062,2026-01-22 16:42:29.779221,True
USR00244,PMT00062,2026-03-05 18:38:34.779221,True
USR00247,PMT00062,2026-03-11 19:53:23.779221,True
USR00248,PMT00063,2026-02-07 04:57:57.779221,True
USR00249,PMT00063,2026-04-12 23:39:20.779221,True
USR00252,PMT00063,2026-02-28 10:08:32.779221,True
USR00254,PMT00064,2026-02-19 11:30:37.779221,True
USR00256,PMT00064,2026-01-10 23:23:35.779221,True
USR00257,PMT00064,2025-12-30 20:13:03.779221,True
USR00258,PMT00065,2026-05-24 09:51:46.779221,True
USR00259,PMT00065,2026-04-15 11:16:19.779221,True
USR00260,PMT00065,2026-01-16 03:06:38.779221,True
USR00261,PMT00066,2025-12-24 23:22:29.779221,True
USR00262,PMT00066,2026-01-26 16:33:23.779221,True
USR00263,PMT00066,2026-04-02 17:36:08.779221,True
USR00265,PMT00067,2025-12-11 19:05:25.779221,True
USR00266,PMT00067,2026-03-12 08:55:36.779221,True
USR00267,PMT00067,2026-02-25 18:50:39.779221,True
USR00268,PMT00068,2026-05-02 16:06:49.779221,True
USR00269,PMT00068,2026-02-13 05:26:32.779221,True
USR00270,PMT00068,2026-05-06 05:26:21.779221,True
USR00272,PMT00069,2026-02-24 05:06:05.779221,True
USR00274,PMT00069,2026-04-22 17:11:53.779221,True
USR00275,PMT00069,2026-01-21 22:46:57.779221,True
USR00276,PMT00070,2026-02-04 14:07:11.779221,True
USR00277,PMT00070,2026-04-28 03:00:07.779221,True
USR00278,PMT00070,2026-06-06 06:04:52.779221,True
USR00279,PMT00071,2026-04-13 11:19:08.779221,True
USR00281,PMT00071,2026-05-05 16:55:39.779221,True
USR00282,PMT00071,2026-04-04 05:18:33.779221,True
USR00284,PMT00072,2026-04-09 17:54:15.779221,True
USR00285,PMT00072,2026-05-05 07:01:26.779221,True
USR00286,PMT00072,2026-02-28 21:29:24.779221,True
USR00287,PMT00073,2026-04-12 08:11:58.779221,True
USR00288,PMT00073,2026-04-26 11:36:46.779221,True
USR00290,PMT00073,2026-02-21 07:19:55.779221,True
USR00292,PMT00074,2026-03-30 08:19:38.779221,True
USR00293,PMT00074,2025-12-13 16:52:03.779221,True
USR00294,PMT00074,2026-02-16 15:29:30.779221,True
USR00295,PMT00075,2026-03-07 23:44:04.779221,True
USR00299,PMT00075,2026-02-12 10:53:09.779221,True
USR00300,PMT00075,2026-01-14 20:49:50.779221,True
USR00301,PMT00076,2026-04-08 02:37:48.779221,True
USR00303,PMT00076,2026-05-22 02:22:33.779221,True
USR00304,PMT00076,2026-01-25 18:20:24.779221,True
USR00305,PMT00077,2026-01-06 05:51:03.779221,True
USR00306,PMT00077,2026-02-27 12:10:36.779221,True
USR00307,PMT00077,2026-05-03 00:39:10.779221,True
USR00309,PMT00078,2026-06-05 04:06:37.779221,True
USR00310,PMT00078,2026-04-27 08:26:22.779221,True
USR00311,PMT00078,2026-03-03 17:06:44.779221,True
USR00314,PMT00079,2026-02-11 04:44:34.779221,True
USR00316,PMT00079,2026-05-08 06:12:32.779221,True
USR00318,PMT00079,2026-01-13 13:08:23.779221,True
USR00320,PMT00080,2026-01-28 01:37:53.779221,True
USR00321,PMT00080,2025-12-27 13:21:48.779221,True
USR00322,PMT00080,2026-01-14 14:44:11.779221,True
USR00323,PMT00081,2026-04-04 11:14:10.779221,True
USR00324,PMT00081,2026-03-17 12:40:10.779221,True
USR00326,PMT00081,2026-03-15 15:34:06.779221,True
USR00327,PMT00082,2026-05-19 12:40:34.779221,True
USR00329,PMT00082,2026-05-15 11:26:54.779221,True
USR00330,PMT00082,2026-03-28 08:06:04.779221,True
USR00332,PMT00083,2026-02-06 09:55:56.779221,True
USR00333,PMT00083,2026-05-19 10:17:08.779221,True
USR00334,PMT00083,2026-03-24 09:55:02.779221,True
USR00335,PMT00084,2026-02-21 18:07:00.779221,True
USR00336,PMT00084,2026-05-01 10:11:33.779221,True
USR00337,PMT00084,2026-05-31 07:01:37.779221,True
USR00338,PMT00085,2026-04-12 08:55:30.779221,True
USR00343,PMT00085,2026-06-02 04:58:58.779221,True
USR00344,PMT00085,2026-02-02 07:38:31.779221,True
USR00345,PMT00086,2026-01-17 00:05:13.779221,True
USR00346,PMT00086,2025-12-16 09:35:05.779221,True
USR00347,PMT00086,2026-05-01 09:17:22.779221,True
USR00348,PMT00087,2026-05-07 06:02:43.779221,True
USR00349,PMT00087,2026-05-24 21:50:55.779221,True
USR00351,PMT00087,2026-05-27 05:04:21.779221,True
USR00352,PMT00088,2026-01-05 20:28:06.779221,True
USR00354,PMT00088,2026-02-21 00:55:46.779221,True
USR00355,PMT00088,2026-05-06 00:20:42.779221,True
USR00357,PMT00089,2026-04-06 23:18:32.779221,True
USR00358,PMT00089,2026-03-23 04:24:22.779221,True
USR00359,PMT00089,2026-01-27 23:02:10.779221,True
USR00360,PMT00090,2026-03-08 07:47:06.779221,True
USR00361,PMT00090,2026-02-15 13:10:20.779221,True
USR00362,PMT00090,2026-03-05 05:02:13.779221,True
USR00363,PMT00091,2026-01-17 23:58:48.779221,True
USR00367,PMT00091,2026-04-12 12:43:57.779221,True
USR00368,PMT00091,2026-05-26 13:39:35.779221,True
USR00369,PMT00092,2026-03-22 01:03:58.779221,True
USR00370,PMT00092,2026-01-17 10:25:40.779221,True
USR00371,PMT00092,2026-04-01 07:24:48.779221,True
USR00373,PMT00093,2025-12-31 00:38:39.779221,True
USR00374,PMT00093,2026-03-10 19:48:54.779221,True
USR00376,PMT00093,2026-02-13 18:42:17.779221,True
USR00378,PMT00094,2026-02-15 21:25:24.779221,True
USR00382,PMT00094,2026-02-20 19:21:13.779221,True
USR00383,PMT00094,2026-05-23 18:32:05.779221,True
USR00386,PMT00095,2026-04-28 10:16:11.779221,True
USR00388,PMT00095,2026-01-16 18:10:59.779221,True
USR00390,PMT00095,2026-04-05 13:59:03.779221,True
USR00391,PMT00096,2026-01-12 03:52:15.779221,True
USR00392,PMT00096,2026-01-14 13:24:54.779221,True
USR00393,PMT00096,2026-02-04 15:09:34.779221,True
USR00397,PMT00097,2026-02-18 22:44:15.779221,True
USR00399,PMT00097,2026-03-09 00:59:24.779221,True
USR00400,PMT00097,2026-05-27 14:30:25.779221,True
USR00401,PMT00098,2026-02-18 00:40:43.779221,True
USR00402,PMT00098,2025-12-27 10:21:42.779221,True
USR00403,PMT00098,2026-02-23 04:16:46.779221,True
USR00404,PMT00099,2026-03-03 01:36:09.779221,True
USR00405,PMT00099,2025-12-29 14:23:44.779221,True
USR00407,PMT00099,2026-02-01 18:04:55.779221,True
USR00408,PMT00100,2025-12-12 10:52:47.779221,True
USR00410,PMT00100,2026-04-25 12:21:15.779221,True
USR00414,PMT00100,2026-03-28 02:53:13.779221,True
USR00415,PMT00101,2026-01-16 20:41:08.779221,True
USR00416,PMT00101,2026-03-20 16:02:36.779221,True
USR00418,PMT00101,2026-05-05 07:02:00.779221,True
USR00421,PMT00102,2026-04-07 01:30:57.779221,True
USR00422,PMT00102,2025-12-19 20:40:08.779221,True
USR00423,PMT00102,2026-02-16 08:27:52.779221,True
USR00427,PMT00103,2026-05-27 01:05:30.779221,True
USR00428,PMT00103,2025-12-12 18:05:04.779221,True
USR00430,PMT00103,2026-02-24 03:20:46.779221,True
USR00431,PMT00104,2026-01-29 14:20:59.779221,True
USR00433,PMT00104,2026-04-18 11:22:38.779221,True
USR00434,PMT00104,2026-05-30 04:26:41.779221,True
USR00435,PMT00105,2026-01-20 02:44:09.779221,True
USR00436,PMT00105,2026-03-16 00:37:01.779221,True
USR00440,PMT00105,2026-06-01 11:45:39.779221,True
USR00441,PMT00106,2026-01-01 09:06:05.779221,True
USR00442,PMT00106,2026-03-07 09:56:23.779221,True
USR00443,PMT00106,2025-12-16 05:31:47.779221,True
USR00444,PMT00107,2026-06-01 06:34:16.779221,True
USR00445,PMT00107,2026-05-13 17:39:44.779221,True
USR00446,PMT00107,2026-05-15 08:52:09.779221,True
USR00447,PMT00108,2026-03-27 13:12:57.779221,True
USR00448,PMT00108,2026-03-07 14:39:37.779221,True
USR00449,PMT00108,2026-03-24 00:30:12.779221,True
USR00450,PMT00109,2026-03-09 18:58:49.779221,True
USR00451,PMT00109,2026-04-19 05:23:11.779221,True
USR00452,PMT00109,2026-05-04 08:51:30.779221,True
USR00453,PMT00110,2026-01-06 04:19:50.779221,True
USR00454,PMT00110,2026-05-18 03:39:33.779221,True
USR00455,PMT00110,2025-12-17 03:58:48.779221,True
USR00457,PMT00111,2026-02-23 16:59:44.779221,True
USR00459,PMT00111,2026-05-13 08:18:52.779221,True
USR00460,PMT00111,2026-02-05 19:45:54.779221,True
USR00463,PMT00112,2026-03-02 05:24:44.779221,True
USR00466,PMT00112,2026-03-24 14:20:05.779221,True
USR00470,PMT00112,2026-02-03 23:38:25.779221,True
USR00472,PMT00113,2026-01-21 09:34:17.779221,True
USR00473,PMT00113,2025-12-28 17:32:47.779221,True
USR00474,PMT00113,2025-12-13 00:03:30.779221,True
USR00475,PMT00114,2026-03-27 05:28:00.779221,True
USR00477,PMT00114,2026-04-16 03:31:33.779221,True
USR00478,PMT00114,2026-01-17 07:49:08.779221,True
USR00480,PMT00115,2026-06-05 19:16:00.779221,True
USR00481,PMT00115,2026-01-19 14:13:46.779221,True
USR00482,PMT00115,2026-03-28 22:49:52.779221,True
USR00484,PMT00116,2026-05-03 09:06:53.779221,True
USR00486,PMT00116,2026-02-23 09:06:18.779221,True
USR00489,PMT00116,2026-06-03 04:17:13.779221,True
USR00490,PMT00117,2026-03-19 12:52:17.779221,True
USR00491,PMT00117,2026-05-30 22:36:43.779221,True
USR00492,PMT00117,2026-03-26 09:03:43.779221,True
USR00493,PMT00118,2026-04-12 00:24:59.779221,True
USR00496,PMT00118,2026-03-07 07:41:03.779221,True
USR00497,PMT00118,2026-04-09 23:33:49.779221,True
USR00498,PMT00119,2026-01-13 04:21:20.779221,True
USR00499,PMT00119,2026-05-10 05:26:54.779221,True
USR00501,PMT00119,2026-03-26 07:43:21.779221,True
USR00504,PMT00120,2026-05-31 04:49:57.779221,True
USR00505,PMT00120,2026-01-19 10:48:20.779221,True
USR00506,PMT00120,2026-05-01 13:06:07.779221,True
USR00508,PMT00121,2026-04-05 19:05:33.779221,True
USR00510,PMT00121,2026-06-01 11:26:20.779221,True
USR00512,PMT00121,2025-12-12 23:51:21.779221,True
USR00515,PMT00122,2026-02-01 02:18:47.779221,True
USR00516,PMT00122,2026-04-08 14:09:29.779221,True
USR00517,PMT00122,2026-05-31 18:59:06.779221,True
USR00518,PMT00123,2026-01-30 06:10:58.779221,True
USR00519,PMT00123,2026-01-07 16:04:00.779221,True
USR00520,PMT00123,2026-03-18 16:14:44.779221,True
USR00521,PMT00124,2026-01-08 06:56:12.779221,True
USR00522,PMT00124,2026-03-07 08:32:23.779221,True
USR00523,PMT00124,2025-12-22 00:56:02.779221,True
USR00524,PMT00125,2026-03-25 21:00:13.779221,True
USR00526,PMT00125,2026-05-14 07:10:00.779221,True
USR00528,PMT00125,2026-04-14 01:14:16.779221,True
USR00529,PMT00126,2026-02-19 03:58:28.779221,True
USR00530,PMT00126,2026-06-01 04:51:01.779221,True
USR00531,PMT00126,2026-05-27 08:41:13.779221,True
USR00532,PMT00127,2025-12-16 21:12:13.779221,True
USR00533,PMT00127,2025-12-11 03:52:18.779221,True
USR00534,PMT00127,2026-02-25 08:22:58.779221,True
USR00536,PMT00128,2026-05-09 08:11:03.779221,True
USR00537,PMT00128,2026-04-26 17:05:28.779221,True
USR00538,PMT00128,2026-01-20 18:43:39.779221,True
USR00542,PMT00129,2026-04-10 15:27:50.779221,True
USR00543,PMT00129,2026-01-21 22:30:34.779221,True
USR00544,PMT00129,2026-04-28 15:43:15.779221,True
USR00546,PMT00130,2026-02-17 12:00:57.779221,True
USR00547,PMT00130,2026-01-09 13:23:49.779221,True
USR00548,PMT00130,2026-03-03 14:29:55.779221,True
USR00549,PMT00131,2026-02-18 22:26:33.779221,True
USR00551,PMT00131,2026-05-23 16:32:24.779221,True
USR00552,PMT00131,2026-03-14 16:15:16.779221,True
USR00554,PMT00132,2026-04-07 07:29:13.779221,True
USR00555,PMT00132,2025-12-29 21:30:43.779221,True
USR00556,PMT00132,2026-03-08 18:59:27.779221,True
USR00557,PMT00133,2025-12-15 05:38:03.779221,True
USR00559,PMT00133,2026-02-10 10:27:27.779221,True
USR00560,PMT00133,2026-04-02 03:08:53.779221,True
USR00561,PMT00134,2026-04-27 13:27:13.779221,True
USR00563,PMT00134,2025-12-21 20:11:11.779221,True
USR00564,PMT00134,2026-04-15 20:23:02.779221,True
USR00565,PMT00135,2026-04-15 20:44:06.779221,True
USR00568,PMT00135,2026-02-19 10:45:49.779221,True
USR00569,PMT00135,2026-01-18 23:57:55.779221,True
USR00570,PMT00136,2026-04-06 22:38:04.779221,True
USR00571,PMT00136,2026-02-03 08:44:42.779221,True
USR00573,PMT00136,2026-05-23 11:43:18.779221,True
USR00575,PMT00137,2025-12-12 04:30:43.779221,True
USR00577,PMT00137,2026-05-03 12:51:04.779221,True
USR00579,PMT00137,2026-01-24 12:44:12.779221,True
USR00580,PMT00138,2026-02-12 13:20:58.779221,True
USR00581,PMT00138,2026-02-01 01:19:15.779221,True
USR00582,PMT00138,2026-03-24 21:38:57.779221,True
USR00584,PMT00139,2026-01-10 13:03:36.779221,True
USR00585,PMT00139,2026-05-02 14:40:22.779221,True
USR00587,PMT00139,2026-05-03 14:21:13.779221,True
USR00588,PMT00140,2026-01-01 06:26:09.779221,True
USR00590,PMT00140,2026-02-01 12:21:16.779221,True
USR00591,PMT00140,2026-02-06 21:31:30.779221,True
USR00592,PMT00141,2026-05-26 20:31:58.779221,True
USR00593,PMT00141,2026-05-07 03:28:48.779221,True
USR00597,PMT00141,2026-04-02 17:55:29.779221,True
USR00598,PMT00142,2026-04-10 12:16:07.779221,True
USR00599,PMT00142,2026-01-24 08:14:24.779221,True
USR00601,PMT00142,2026-01-04 11:08:00.779221,True
USR00603,PMT00143,2026-02-25 18:19:22.779221,True
USR00604,PMT00143,2026-01-01 07:28:50.779221,True
USR00607,PMT00143,2026-04-20 02:50:30.779221,True
USR00609,PMT00144,2026-03-09 00:47:50.779221,True
USR00612,PMT00144,2026-05-21 00:33:02.779221,True
USR00613,PMT00144,2025-12-12 08:15:05.779221,True
USR00614,PMT00145,2026-04-12 15:45:48.779221,True
USR00618,PMT00145,2026-01-14 09:33:45.779221,True
USR00619,PMT00145,2026-01-16 17:55:43.779221,True
USR00621,PMT00146,2026-03-28 05:29:05.779221,True
USR00622,PMT00146,2026-05-26 06:46:09.779221,True
USR00626,PMT00146,2026-06-06 20:52:57.779221,True
USR00627,PMT00147,2025-12-26 05:45:56.779221,True
USR00629,PMT00147,2026-01-23 11:53:19.779221,True
USR00630,PMT00147,2026-03-08 12:05:12.779221,True
USR00631,PMT00148,2026-02-18 05:01:25.779221,True
USR00632,PMT00148,2026-03-11 00:05:18.779221,True
USR00633,PMT00148,2026-01-07 20:49:31.779221,True
USR00636,PMT00149,2026-01-16 03:01:45.779221,True
USR00637,PMT00149,2026-05-12 16:46:47.779221,True
USR00639,PMT00149,2026-01-24 21:47:36.779221,True
USR00640,PMT00150,2026-05-18 19:37:09.779221,True
USR00641,PMT00150,2026-04-23 16:52:34.779221,True
USR00643,PMT00150,2026-05-06 15:44:21.779221,True
USR00644,PMT00151,2026-02-09 15:17:22.779221,True
USR00646,PMT00151,2026-02-20 14:49:27.779221,True
USR00647,PMT00151,2026-03-24 23:50:35.779221,True
USR00649,PMT00152,2026-05-30 00:26:23.779221,True
USR00651,PMT00152,2026-02-18 18:39:00.779221,True
USR00652,PMT00152,2026-03-26 07:23:05.779221,True
USR00653,PMT00153,2026-05-24 05:42:53.779221,True
USR00654,PMT00153,2026-01-13 21:25:13.779221,True
USR00655,PMT00153,2026-01-27 02:33:00.779221,True
USR00656,PMT00154,2026-01-12 11:18:01.779221,True
USR00657,PMT00154,2026-03-21 14:30:07.779221,True
USR00658,PMT00154,2026-04-08 05:26:36.779221,True
USR00660,PMT00155,2026-02-22 17:19:22.779221,True
USR00661,PMT00155,2026-01-14 05:54:52.779221,True
USR00662,PMT00155,2026-01-15 05:36:10.779221,True
USR00663,PMT00156,2026-05-25 14:36:36.779221,True
USR00664,PMT00156,2026-01-24 21:33:14.779221,True
USR00665,PMT00156,2026-04-06 11:35:46.779221,True
USR00666,PMT00157,2026-06-04 23:28:49.779221,True
USR00670,PMT00157,2026-03-15 10:58:46.779221,True
USR00672,PMT00157,2026-06-06 12:01:12.779221,True
USR00674,PMT00158,2026-02-23 02:05:12.779221,True
USR00676,PMT00158,2026-02-13 14:36:38.779221,True
USR00677,PMT00158,2026-01-19 21:02:53.779221,True
USR00679,PMT00159,2026-04-10 10:35:11.779221,True
USR00681,PMT00159,2026-05-27 21:20:43.779221,True
USR00682,PMT00159,2025-12-26 04:13:33.779221,True
USR00683,PMT00160,2026-06-01 06:58:11.779221,True
USR00685,PMT00160,2026-02-03 09:42:44.779221,True
USR00686,PMT00160,2026-03-05 21:31:16.779221,True
USR00688,PMT00161,2025-12-19 09:12:36.779221,True
