referral_id,referrer_user_id,referred_user_id,referral_date,reward_amount,reward_claimed
REF00041,USR06417,USR05923,2025-12-22 18:30:25.779221,25000.0,True
REF00042,USR06417,USR09772,2025-12-22 23:14:24.779221,25000.0,True
REF00043,USR00690,USR00495,2025-12-22 23:43:29.779221,25000.0,True
REF00044,USR00690,USR08833,2025-12-23 04:16:34.779221,25000.0,True
REF00045,USR00690,USR07047,2025-12-23 04:21:42.779221,25000.0,True
REF00046,USR02079,USR05765,2025-12-23 14:36:03.779221,25000.0,True
REF00047,USR02079,USR04216,2025-12-23 14:36:29.779221,25000.0,True
REF00048,USR02079,USR07973,2025-12-23 18:05:45.779221,25000.0,True
REF00049,USR03131,USR01648,2025-12-24 09:39:16.779221,25000.0,True
REF00050,USR03131,USR01733,2025-12-24 12:27:06.779221,25000.0,True
REF00051,USR03131,USR07145,2025-12-25 03:37:10.779221,25000.0,True
REF00052,USR07148,USR03071,2025-12-25 07:27:45.779221,25000.0,True
REF00053,USR07148,USR04154,2025-12-26 01:31:04.779221,25000.0,True
REF00054,USR07148,USR09173,2025-12-26 18:07:50.779221,25000.0,True
REF00055,USR09717,USR07376,2025-12-27 00:26:06.779221,25000.0,True
REF00056,USR09717,USR07142,2025-12-27 04:07:16.779221,25000.0,True
REF00057,USR09717,USR00271,2025-12-27 08:43:15.779221,25000.0,True
REF00058,USR06541,USR06889,2025-12-27 16:59:22.779221,25000.0,True
REF00059,USR06541,USR03607,2025-12-27 18:02:25.779221,25000.0,True
REF00060,USR06541,USR05582,2025-12-28 02:57:47.779221,25000.0,True
REF00061,USR04579,USR09380,2025-12-28 04:13:55.779221,25000.0,True
REF00062,USR04579,USR06203,2025-12-28 06:28:15.779221,25000.0,True
REF00063,USR04579,USR06046,2025-12-28 16:14:44.779221,25000.0,True
REF00064,USR06061,USR05908,2025-12-28 18:15:41.779221,25000.0,True
REF00065,USR06061,USR08266,2025-12-28 21:18:36.779221,25000.0,True
REF00066,USR06061,USR07395,2025-12-28 22:38:31.779221,25000.0,True
REF00067,USR08150,USR07073,2025-12-29 04:32:27.779221,25000.0,True
REF00068,USR08150,USR02975,2025-12-29 10:15:35.779221,25000.0,True
REF00069,USR08150,USR03370,2025-12-29 22:50:50.779221,25000.0,True
REF00070,USR05194,USR09886,2025-12-30 02:25:27.779221,25000.0,True
REF00071,USR05194,USR08712,2025-12-30 04:03:27.779221,25000.0,True
REF00072,USR05194,USR06641,2025-12-30 09:53:21.779221,25000.0,True
REF00073,USR04218,USR06311,2025-12-30 12:43:44.779221,25000.0,True
REF00074,USR04218,USR07586,2025-12-30 12:52:53.779221,25000.0,True
REF00075,USR04218,USR06081,2025-12-30 16:31:24.779221,25000.0,True
REF00076,USR04744,USR04831,2025-12-30 20:01:57.779221,25000.0,True
REF00077,USR04744,USR00479,2025-12-30 21:41:41.779221,25000.0,True
REF00078,USR04744,USR03577,2025-12-31 03:07:56.779221,25000.0,True
REF00079,USR04004,USR09409,2025-12-31 08:31:13.779221,25000.0,True
REF00080,USR04004,USR04208,2025-12-31 18:41:49.779221,25000.0,True
REF00081,USR04004,USR05383,2026-01-01 20:50:24.779221,25000.0,True
REF00082,USR09871,USR02691,2026-01-02 20:11:21.779221,25000.0,True
REF00083,USR09871,USR09148,2026-01-02 21:32:21.779221,25000.0,True
REF00084,USR09871,USR02426,2026-01-03 00:24:50.779221,25000.0,True
REF00085,USR05285,USR05096,2026-01-03 17:49:07.779221,25000.0,True
REF00086,USR05285,USR05200,2026-01-04 09:08:17.779221,25000.0,True
REF00087,USR05285,USR02482,2026-01-04 14:02:22.779221,25000.0,True
REF00088,USR01819,USR00365,2026-01-05 10:33:55.779221,25000.0,True
REF00089,USR01819,USR06728,2026-01-05 12:38:16.779221,25000.0,True
REF00090,USR01819,USR08197,2026-01-05 13:35:30.779221,25000.0,True
REF00091,USR01846,USR03628,2026-01-05 15:49:27.779221,25000.0,True
REF00092,USR01846,USR00606,2026-01-06 00:48:23.779221,25000.0,True
REF00093,USR01846,USR04846,2026-01-06 08:40:00.779221,25000.0,True
REF00094,USR02730,USR09310,2026-01-06 13:34:55.779221,25000.0,True
REF00095,USR02730,USR07162,2026-01-06 19:08:06.779221,25000.0,True
REF00096,USR02730,USR04612,2026-01-06 19:32:13.779221,25000.0,True
REF00097,USR00824,USR02417,2026-01-06 19:39:21.779221,25000.0,True
REF00098,USR00824,USR05197,2026-01-06 22:46:09.779221,25000.0,True
REF00099,USR00824,USR05351,2026-01-07 18:33:15.779221,25000.0,True
REF00100,USR04785,USR04114,2026-01-07 20:06:49.779221,25000.0,True
REF00101,USR04785,USR04525,2026-01-07 20:58:45.779221,25000.0,True
REF00102,USR04785,USR00997,2026-01-08 00:31:35.779221,25000.0,True
REF00103,USR09685,USR02110,2026-01-08 15:59:00.779221,25000.0,True
REF00104,USR09685,USR03018,2026-01-09 01:44:04.779221,25000.0,True
REF00105,USR09685,USR04802,2026-01-09 05:15:19.779221,25000.0,True
REF00106,USR07277,USR04075,2026-01-09 06:10:30.779221,25000.0,True
REF00107,USR07277,USR00142,2026-01-09 20:43:46.779221,25000.0,True
REF00108,USR07277,USR03593,2026-01-10 14:20:42.779221,25000.0,True
REF00109,USR06586,USR00509,2026-01-10 16:44:42.779221,25000.0,True
REF00110,USR06586,USR03980,2026-01-10 20:10:01.779221,25000.0,True
REF00111,USR06586,USR03729,2026-01-11 03:08:43.779221,25000.0,True
REF00112,USR09057,USR07022,2026-01-11 09:28:00.779221,25000.0,True
REF00113,USR09057,USR02140,2026-01-11 12:16:48.779221,25000.0,True
REF00114,USR09057,USR03641,2026-01-11 14:08:45.779221,25000.0,True
REF00115,USR03350,USR01788,2026-01-11 19:15:09.779221,25000.0,True
REF00116,USR03350,USR06384,2026-01-12 06:38:22.779221,25000.0,True
REF00117,USR03350,USR09052,2026-01-12 11:29:23.779221,25000.0,True
REF00118,USR08358,USR05759,2026-01-12 14:47:54.779221,25000.0,True
REF00119,USR08358,USR04619,2026-01-13 01:22:26.779221,25000.0,True
REF00120,USR08358,USR06392,2026-01-13 03:43:45.779221,25000.0,True
REF00121,USR08597,USR00241,2026-01-13 06:15:06.779221,25000.0,True
REF00122,USR08597,USR09437,2026-01-13 16:16:39.779221,25000.0,True
REF00123,USR08597,USR03432,2026-01-14 09:58:50.779221,25000.0,True
REF00124,USR05923,USR05468,2026-01-14 10:14:43.779221,25000.0,True
REF00125,USR05923,USR09185,2026-01-14 17:20:17.779221,25000.0,True
REF00126,USR05923,USR02816,2026-01-15 06:45:41.779221,25000.0,True
REF00127,USR09772,USR00379,2026-01-15 07:07:20.779221,25000.0,True
REF00128,USR09772,USR01737,2026-01-15 19:36:19.779221,25000.0,True
REF00129,USR09772,USR08627,2026-01-16 15:44:25.779221,25000.0,True
REF00130,USR00495,USR07525,2026-01-16 16:30:25.779221,25000.0,True
REF00131,USR00495,USR08735,2026-01-16 18:05:57.779221,25000.0,True
REF00132,USR00495,USR08189,2026-01-16 20:24:03.779221,25000.0,True
REF00133,USR08833,USR05992,2026-01-17 15:19:35.779221,25000.0,True
REF00134,USR08833,USR04636,2026-01-18 06:52:44.779221,25000.0,True
REF00135,USR08833,USR08430,2026-01-18 16:48:58.779221,25000.0,True
REF00136,USR07047,USR00389,2026-01-18 19:54:17.779221,25000.0,True
REF00137,USR07047,USR06259,2026-01-19 04:06:32.779221,25000.0,True
REF00138,USR07047,USR07014,2026-01-19 04:49:32.779221,25000.0,True
REF00139,USR05765,USR00952,2026-01-19 09:35:41.779221,25000.0,True
REF00140,USR05765,USR08025,2026-01-19 15:12:37.779221,25000.0,True
REF00141,USR05765,USR05343,2026-01-19 15:44:18.779221,25000.0,True
REF00142,USR04216,USR09145,2026-01-19 17:08:18.779221,25000.0,True
REF00143,USR04216,USR05579,2026-01-19 19:19:05.779221,25000.0,True
REF00144,USR04216,USR06339,2026-01-19 20:54:57.779221,25000.0,True
REF00145,USR07973,USR01141,2026-01-20 09:30:25.779221,25000.0,True
REF00146,USR07973,USR09746,2026-01-21 03:17:05.779221,25000.0,True
REF00147,USR07973,USR04230,2026-01-21 17:32:59.779221,25000.0,True
REF00148,USR01648,USR07178,2026-01-22 04:58:43.779221,25000.0,True
REF00149,USR01648,USR01365,2026-01-22 07:49:57.779221,25000.0,True
REF00150,USR01648,USR09723,2026-01-22 19:12:45.779221,25000.0,True
REF00151,USR01733,USR04173,2026-01-23 03:22:02.779221,25000.0,True
REF00152,USR01733,USR09174,2026-01-23 07:19:30.779221,25000.0,True
REF00153,USR01733,USR05747,2026-01-24 04:18:13.779221,25000.0,True
REF00154,USR07145,USR01592,2026-01-24 05:33:38.779221,25000.0,True
REF00155,USR07145,USR06035,2026-01-24 14:08:03.779221,25000.0,True
REF00156,USR07145,USR09882,2026-01-24 17:29:00.779221,25000.0,True
REF00157,USR03071,USR04178,2026-01-25 00:47:31.779221,25000.0,True
REF00158,USR03071,USR00511,2026-01-25 09:40:30.779221,25000.0,True
REF00159,USR03071,USR08462,2026-01-25 14:24:05.779221,25000.0,True
REF00160,USR04154,USR03114,2026-01-25 15:03:36.779221,25000.0,True
REF00161,USR04154,USR09952,2026-01-26 00:14:08.779221,25000.0,True
REF00162,USR04154,USR03137,2026-01-26 19:28:00.779221,25000.0,True
REF00163,USR09173,USR07381,2026-01-26 21:35:10.779221,25000.0,True
REF00164,USR09173,USR05599,2026-01-27 07:28:14.779221,25000.0,True
REF00165,USR09173,USR05327,2026-01-28 13:34:23.779221,25000.0,True
REF00166,USR07376,USR00673,2026-01-29 06:04:58.779221,25000.0,True
REF00167,USR07376,USR08576,2026-01-29 13:59:52.779221,25000.0,True
REF00168,USR07376,USR04723,2026-01-29 15:56:47.779221,25000.0,True
REF00169,USR07142,USR08956,2026-01-31 07:47:29.779221,25000.0,True
REF00170,USR07142,USR03559,2026-01-31 13:38:37.779221,25000.0,True
REF00171,USR07142,USR00280,2026-01-31 15:34:53.779221,25000.0,True
REF00172,USR00271,USR06068,2026-02-01 02:56:45.779221,25000.0,True
REF00173,USR00271,USR00987,2026-02-01 16:25:01.779221,25000.0,True
REF00174,USR00271,USR03808,2026-02-01 21:44:14.779221,25000.0,True
REF00175,USR06889,USR08700,2026-02-02 01:21:05.779221,25000.0,True
REF00176,USR06889,USR07869,2026-02-02 17:22:55.779221,25000.0,True
REF00177,USR06889,USR07578,2026-02-02 18:56:35.779221,25000.0,True
REF00178,USR03607,USR02830,2026-02-03 23:24:25.779221,25000.0,True
REF00179,USR03607,USR06038,2026-02-04 01:17:11.779221,25000.0,True
REF00180,USR03607,USR07324,2026-02-04 01:39:07.779221,25000.0,True
REF00181,USR05582,USR02966,2026-02-04 11:48:39.779221,25000.0,True
REF00182,USR05582,USR08591,2026-02-04 16:55:53.779221,25000.0,True
REF00183,USR05582,USR09993,2026-02-04 17:16:13.779221,25000.0,True
REF00184,USR09380,USR06186,2026-02-04 20:10:41.779221,25000.0,True
REF00185,USR09380,USR01749,2026-02-05 01:38:55.779221,25000.0,True
REF00186,USR09380,USR06480,2026-02-05 01:59:24.779221,25000.0,True
REF00187,USR06203,USR01551,2026-02-05 11:54:19.779221,25000.0,True
REF00188,USR06203,USR07357,2026-02-05 19:57:40.779221,25000.0,True
REF00189,USR06203,USR07225,2026-02-05 22:08:02.779221,25000.0,True
REF00190,USR06046,USR07151,2026-02-06 06:33:57.779221,25000.0,True
REF00191,USR06046,USR08736,2026-02-06 09:38:23.779221,25000.0,True
REF00192,USR06046,USR09346,2026-02-06 21:34:26.779221,25000.0,True
REF00193,USR05908,USR00341,2026-02-07 03:21:09.779221,25000.0,True
REF00194,USR05908,USR06483,2026-02-07 04:09:52.779221,25000.0,True
REF00195,USR05908,USR06839,2026-02-07 08:17:25.779221,25000.0,True
REF00196,USR08266,USR05392,2026-02-07 10:14:28.779221,25000.0,True
REF00197,USR08266,USR00411,2026-02-07 20:45:33.779221,25000.0,True
REF00198,USR08266,USR00062,2026-02-08 01:16:16.779221,25000.0,True
REF00199,USR07395,USR02493,2026-02-08 06:33:47.779221,25000.0,True
REF00200,USR07395,USR07344,2026-02-08 15:32:22.779221,25000.0,True
REF00201,USR07395,USR04433,2026-02-08 15:43:34.779221,25000.0,True
REF00202,USR07073,USR08234,2026-02-08 20:17:19.779221,25000.0,True
REF00203,USR07073,USR08416,2026-02-09 06:30:36.779221,25000.0,True
REF00204,USR07073,USR04443,2026-02-09 11:30:27.779221,25000.0,True
REF00205,USR02975,USR01793,2026-02-09 13:19:49.779221,25000.0,True
REF00206,USR02975,USR03156,2026-02-09 22:03:31.779221,25000.0,True
REF00207,USR02975,USR01149,2026-02-10 10:29:22.779221,25000.0,True
REF00208,USR03370,USR02923,2026-02-10 15:46:31.779221,25000.0,True
REF00209,USR03370,USR03425,2026-02-10 16:39:56.779221,25000.0,True
REF00210,USR03370,USR07129,2026-02-11 03:35:11.779221,25000.0,True
REF00211,USR09886,USR01872,2026-02-11 23:20:42.779221,25000.0,True
REF00212,USR09886,USR09793,2026-02-12 15:04:32.779221,25000.0,True
REF00213,USR09886,USR08733,2026-02-13 15:03:50.779221,25000.0,True
REF00214,USR08712,USR04542,2026-02-14 09:05:48.779221,25000.0,True
REF00215,USR08712,USR04336,2026-02-14 15:54:42.779221,25000.0,True
REF00216,USR08712,USR05679,2026-02-14 16:20:51.779221,25000.0,True
REF00217,USR06641,USR07422,2026-02-14 20:47:59.779221,25000.0,True
REF00218,USR06641,USR09998,2026-02-14 20:49:58.779221,25000.0,True
REF00219,USR06641,USR03452,2026-02-14 23:59:36.779221,25000.0,True
REF00220,USR06311,USR01428,2026-02-15 11:27:06.779221,25000.0,True
REF00221,USR06311,USR00222,2026-02-15 16:13:51.779221,25000.0,True
REF00222,USR06311,USR00246,2026-02-16 14:19:59.779221,25000.0,True
REF00223,USR07586,USR09841,2026-02-16 14:38:46.779221,25000.0,True
REF00224,USR07586,USR06905,2026-02-16 16:01:41.779221,25000.0,True
REF00225,USR07586,USR05660,2026-02-17 04:06:54.779221,25000.0,True
REF00226,USR06081,USR00050,2026-02-17 06:24:05.779221,25000.0,True
REF00227,USR06081,USR00328,2026-02-18 00:26:06.779221,25000.0,True
REF00228,USR06081,USR03820,2026-02-18 03:10:45.779221,25000.0,True
REF00229,USR04831,USR02927,2026-02-18 09:35:47.779221,25000.0,True
REF00230,USR04831,USR08773,2026-02-19 03:30:22.779221,25000.0,True
REF00231,USR04831,USR00025,2026-02-19 07:36:34.779221,25000.0,True
REF00232,USR00479,USR08707,2026-02-19 12:46:05.779221,25000.0,True
REF00233,USR00479,USR03386,2026-02-19 23:06:14.779221,25000.0,True
REF00234,USR00479,USR05323,2026-02-20 08:00:15.779221,25000.0,True
REF00235,USR03577,USR02450,2026-02-20 14:03:17.779221,25000.0,True
REF00236,USR03577,USR02633,2026-02-20 18:12:31.779221,25000.0,True
REF00237,USR03577,USR06740,2026-02-21 17:13:31.779221,25000.0,True
REF00238,USR09409,USR08215,2026-02-22 10:40:32.779221,25000.0,True
REF00239,USR09409,USR04667,2026-02-22 13:26:21.779221,25000.0,True
REF00240,USR09409,USR06632,2026-02-22 14:54:39.779221,25000.0,True
REF00241,USR04208,USR06945,2026-02-22 22:52:15.779221,25000.0,True
REF00242,USR04208,USR08825,2026-02-22 22:37:53.779221,25000.0,True
REF00243,USR04208,USR01427,2026-02-23 02:12:14.779221,25000.0,True
REF00244,USR05383,USR01194,2026-02-23 09:26:54.779221,25000.0,True
REF00245,USR05383,USR09191,2026-02-23 12:16:42.779221,25000.0,True
REF00246,USR05383,USR07611,2026-02-23 20:56:05.779221,25000.0,True
REF00247,USR02691,USR07652,2026-02-24 15:23:43.779221,25000.0,True
REF00248,USR02691,USR01238,2026-02-24 18:36:46.779221,25000.0,True
REF00249,USR02691,USR09699,2026-02-24 19:53:58.779221,25000.0,True
REF00250,USR09148,USR09773,2026-02-24 23:09:24.779221,25000.0,True
REF00251,USR09148,USR08238,2026-02-25 00:15:51.779221,25000.0,True
REF00252,USR09148,USR06792,2026-02-25 00:49:29.779221,25000.0,True
REF00253,USR02426,USR01867,2026-02-25 04:15:56.779221,25000.0,True
REF00254,USR02426,USR09984,2026-02-26 03:57:27.779221,25000.0,True
REF00255,USR02426,USR07600,2026-02-26 11:14:43.779221,25000.0,True
REF00256,USR05096,USR02051,2026-02-26 20:49:47.779221,25000.0,True
REF00257,USR05096,USR02510,2026-02-27 01:15:42.779221,25000.0,True
REF00258,USR05096,USR07851,2026-02-27 07:46:44.779221,25000.0,True
REF00259,USR05200,USR02630,2026-02-27 09:57:31.779221,25000.0,True
REF00260,USR05200,USR03616,2026-02-27 11:05:30.779221,25000.0,True
REF00261,USR05200,USR07468,2026-02-27 14:41:57.779221,25000.0,True
REF00262,USR02482,USR04620,2026-02-28 01:25:53.779221,25000.0,True
REF00263,USR02482,USR07015,2026-02-28 18:12:30.779221,25000.0,True
REF00264,USR02482,USR05577,2026-02-28 20:41:45.779221,25000.0,True
REF00265,USR00365,USR04972,2026-03-01 04:07:07.779221,25000.0,True
REF00266,USR00365,USR02028,2026-03-01 05:13:25.779221,25000.0,True
REF00267,USR00365,USR09796,2026-03-01 11:56:02.779221,25000.0,True
REF00268,USR06728,USR05092,2026-03-02 04:11:54.779221,25000.0,True
REF00269,USR06728,USR00680,2026-03-03 13:13:24.779221,25000.0,True
REF00270,USR06728,USR01568,2026-03-04 10:44:14.779221,25000.0,True
REF00271,USR08197,USR00375,2026-03-04 14:47:34.779221,25000.0,True
REF00272,USR08197,USR08703,2026-03-05 07:35:40.779221,25000.0,True
REF00273,USR08197,USR06724,2026-03-05 09:55:58.779221,25000.0,True
REF00274,USR03628,USR05477,2026-03-05 10:10:01.779221,25000.0,True
REF00275,USR03628,USR01975,2026-03-05 15:17:35.779221,25000.0,True
REF00276,USR03628,USR05305,2026-03-05 19:22:53.779221,25000.0,True
REF00277,USR00606,USR05740,2026-03-05 21:08:08.779221,25000.0,True
REF00278,USR00606,USR01914,2026-03-06 15:06:28.779221,25000.0,True
REF00279,USR00606,USR08279,2026-03-06 21:27:41.779221,25000.0,True
REF00280,USR04846,USR01032,2026-03-07 00:17:46.779221,25000.0,True
REF00281,USR04846,USR07721,2026-03-07 02:21:05.779221,25000.0,True
REF00282,USR04846,USR04800,2026-03-07 20:37:38.779221,25000.0,True
REF00283,USR09310,USR03933,2026-03-07 23:58:13.779221,25000.0,True
REF00284,USR09310,USR00412,2026-03-08 20:20:04.779221,25000.0,True
REF00285,USR09310,USR00778,2026-03-09 03:30:41.779221,25000.0,True
REF00286,USR07162,USR07806,2026-03-09 04:39:24.779221,25000.0,True
REF00287,USR07162,USR07001,2026-03-09 12:10:06.779221,25000.0,True
REF00288,USR07162,USR02620,2026-03-09 21:55:42.779221,25000.0,True
REF00289,USR04612,USR08770,2026-03-10 07:07:20.779221,25000.0,True
REF00290,USR04612,USR02015,2026-03-10 08:23:19.779221,25000.0,True
REF00291,USR04612,USR01595,2026-03-10 21:25:04.779221,25000.0,True
REF00292,USR02417,USR05386,2026-03-11 00:54:54.779221,25000.0,True
REF00293,USR02417,USR08077,2026-03-11 02:52:01.779221,25000.0,True
REF00294,USR02417,USR00476,2026-03-11 04:03:41.779221,25000.0,True
REF00295,USR05197,USR03563,2026-03-11 08:08:07.779221,25000.0,True
REF00296,USR05197,USR02542,2026-03-11 22:05:50.779221,25000.0,True
REF00297,USR05197,USR03702,2026-03-11 23:39:41.779221,25000.0,True
REF00298,USR05351,USR04227,2026-03-12 07:38:34.779221,25000.0,True
REF00299,USR05351,USR05688,2026-03-12 10:23:42.779221,25000.0,True
REF00300,USR05351,USR03941,2026-03-12 14:13:39.779221,25000.0,True
REF00301,USR04114,USR07293,2026-03-12 20:02:02.779221,25000.0,True
REF00302,USR04114,USR08899,2026-03-13 02:22:34.779221,25000.0,True
REF00303,USR04114,USR02131,2026-03-13 04:09:59.779221,25000.0,True
REF00304,USR04525,USR09203,2026-03-13 06:15:12.779221,25000.0,True
REF00305,USR04525,USR01985,2026-03-13 10:45:03.779221,25000.0,True
REF00306,USR04525,USR01958,2026-03-13 15:00:25.779221,25000.0,True
REF00307,USR00997,USR08435,2026-03-14 00:03:53.779221,25000.0,True
REF00308,USR00997,USR06302,2026-03-14 17:22:53.779221,25000.0,True
REF00309,USR00997,USR07778,2026-03-14 21:38:10.779221,25000.0,True
REF00310,USR02110,USR04091,2026-03-15 02:48:56.779221,25000.0,True
REF00311,USR02110,USR07503,2026-03-15 10:51:12.779221,25000.0,True
REF00312,USR02110,USR05729,2026-03-15 11:55:28.779221,25000.0,True
REF00313,USR03018,USR09282,2026-03-15 16:50:44.779221,25000.0,True
REF00314,USR03018,USR04775,2026-03-15 21:55:59.779221,25000.0,True
REF00315,USR03018,USR07567,2026-03-15 23:01:12.779221,25000.0,True
REF00316,USR04802,USR04498,2026-03-16 08:07:27.779221,25000.0,True
REF00317,USR04802,USR08269,2026-03-16 15:57:23.779221,25000.0,True
REF00318,USR04802,USR08782,2026-03-17 14:33:38.779221,25000.0,True
REF00319,USR04075,USR05627,2026-03-17 15:06:50.779221,25000.0,True
REF00320,USR04075,USR09376,2026-03-18 06:58:21.779221,25000.0,True
REF00321,USR04075,USR01619,2026-03-18 13:16:34.779221,25000.0,True
REF00322,USR00142,USR02197,2026-03-18 14:58:28.779221,25000.0,True
REF00323,USR00142,USR07826,2026-03-19 01:49:56.779221,25000.0,True
REF00324,USR00142,USR03509,2026-03-19 03:53:39.779221,25000.0,True
REF00325,USR03593,USR03867,2026-03-20 01:53:07.779221,25000.0,True
REF00326,USR03593,USR05439,2026-03-20 06:09:00.779221,25000.0,True
REF00327,USR03593,USR02781,2026-03-20 12:05:16.779221,25000.0,True
REF00328,USR00509,USR08388,2026-03-21 10:00:32.779221,25000.0,True
REF00329,USR00509,USR02369,2026-03-21 11:39:47.779221,25000.0,True
REF00330,USR00509,USR06196,2026-03-22 01:04:27.779221,25000.0,True
REF00331,USR03980,USR07477,2026-03-22 14:21:10.779221,25000.0,True
REF00332,USR03980,USR00723,2026-03-23 02:55:28.779221,25000.0,True
REF00333,USR03980,USR05164,2026-03-23 15:05:59.779221,25000.0,True
REF00334,USR03729,USR03805,2026-03-23 19:15:21.779221,25000.0,True
REF00335,USR03729,USR05891,2026-03-23 20:31:06.779221,25000.0,True
REF00336,USR03729,USR06040,2026-03-24 13:43:29.779221,25000.0,True
REF00337,USR07022,USR07465,2026-03-24 23:44:10.779221,25000.0,True
REF00338,USR07022,USR04816,2026-03-25 14:18:06.779221,25000.0,True
REF00339,USR07022,USR05397,2026-03-25 18:27:42.779221,25000.0,True
REF00340,USR02140,USR04426,2026-03-26 10:58:46.779221,25000.0,True
REF00341,USR02140,USR01537,2026-03-26 17:02:22.779221,25000.0,True
REF00342,USR02140,USR00545,2026-03-26 18:47:58.779221,25000.0,True
REF00343,USR03641,USR09144,2026-03-26 22:44:24.779221,25000.0,True
REF00344,USR03641,USR02757,2026-03-27 06:10:36.779221,25000.0,True
REF00345,USR03641,USR05151,2026-03-27 13:30:25.779221,25000.0,True
REF00346,USR01788,USR09335,2026-03-27 17:23:46.779221,25000.0,True
REF00347,USR01788,USR09956,2026-03-27 20:22:27.779221,25000.0,True
REF00348,USR01788,USR07242,2026-03-28 00:33:57.779221,25000.0,True
REF00349,USR06384,USR02603,2026-03-28 01:26:08.779221,25000.0,True
REF00350,USR06384,USR08195,2026-03-28 05:47:33.779221,25000.0,True
REF00351,USR06384,USR08592,2026-03-28 07:05:42.779221,25000.0,True
REF00352,USR09052,USR08646,2026-03-28 17:02:11.779221,25000.0,True
REF00353,USR09052,USR05337,2026-03-28 18:17:10.779221,25000.0,True
REF00354,USR09052,USR01579,2026-03-28 19:27:18.779221,25000.0,True
REF00355,USR05759,USR05448,2026-03-29 02:43:20.779221,25000.0,True
REF00356,USR05759,USR03600,2026-03-29 08:55:43.779221,25000.0,True
REF00357,USR05759,USR08081,2026-03-29 13:29:55.779221,25000.0,True
REF00358,USR04619,USR01496,2026-03-29 15:58:43.779221,25000.0,True
REF00359,USR04619,USR03189,2026-03-30 07:24:28.779221,25000.0,True
REF00360,USR04619,USR08080,2026-03-30 22:44:58.779221,25000.0,True
REF00361,USR06392,USR00264,2026-03-31 12:12:58.779221,25000.0,True
REF00362,USR06392,USR04197,2026-04-01 01:21:47.779221,25000.0,True
REF00363,USR06392,USR08153,2026-04-01 02:13:01.779221,25000.0,True
REF00364,USR00241,USR06191,2026-04-01 06:03:01.779221,25000.0,True
REF00365,USR00241,USR01571,2026-04-01 07:29:05.779221,25000.0,True
REF00366,USR00241,USR09090,2026-04-01 23:53:03.779221,25000.0,True
