user_id,address_id,is_default_address,created_at
USR00049,ADR00005,True,2026-01-22 20:22:30.779221
USR00051,ADR00005,True,2026-01-22 15:07:15.779221
USR00053,ADR00005,True,2026-05-28 04:41:34.779221
USR00054,ADR00005,True,2026-05-02 06:17:48.779221
USR00055,ADR00005,True,2025-12-23 04:37:10.779221
USR00060,ADR00005,True,2026-03-14 19:15:38.779221
USR00061,ADR00006,True,2026-01-05 19:41:26.779221
USR00063,ADR00006,True,2026-02-03 00:45:18.779221
USR00065,ADR00006,True,2025-12-10 07:24:28.779221
USR00066,ADR00006,True,2026-03-01 19:59:32.779221
USR00067,ADR00006,True,2026-03-05 07:25:26.779221
USR00068,ADR00006,True,2025-12-31 15:06:05.779221
USR00069,ADR00006,True,2026-02-12 03:07:51.779221
USR00070,ADR00006,True,2026-03-03 04:01:57.779221
USR00072,ADR00007,True,2026-01-29 12:40:08.779221
USR00074,ADR00007,True,2025-12-16 13:13:36.779221
USR00075,ADR00007,True,2026-03-13 01:02:09.779221
USR00077,ADR00007,True,2026-04-16 15:26:20.779221
USR00078,ADR00007,True,2026-04-23 08:27:19.779221
USR00080,ADR00007,True,2026-03-01 13:55:07.779221
USR00082,ADR00007,True,2026-04-07 02:33:00.779221
USR00083,ADR00007,True,2025-12-26 12:57:16.779221
USR00085,ADR00008,True,2025-12-16 00:28:04.779221
USR00086,ADR00008,True,2026-01-08 11:45:55.779221
USR00087,ADR00008,True,2026-01-30 22:05:37.779221
USR00089,ADR00008,True,2026-03-01 13:42:05.779221
USR00090,ADR00008,True,2026-03-30 21:38:18.779221
USR00093,ADR00008,True,2026-04-12 20:05:52.779221
USR00094,ADR00008,True,2026-01-05 10:59:40.779221
USR00095,ADR00008,True,2025-12-20 10:59:37.779221
USR00096,ADR00009,True,2026-02-09 10:22:45.779221
USR00097,ADR00009,True,2026-03-24 22:58:27.779221
USR00098,ADR00009,True,2026-03-26 17:56:07.779221
USR00099,ADR00009,True,2026-01-09 11:45:18.779221
USR00100,ADR00009,True,2026-03-15 04:04:24.779221
USR00101,ADR00009,True,2026-02-04 03:31:40.779221
USR00102,ADR00009,True,2026-03-20 14:52:26.779221
USR00104,ADR00009,True,2026-04-24 05:24:30.779221
USR00105,ADR00010,True,2026-04-09 08:55:50.779221
USR00106,ADR00010,True,2026-02-13 23:57:52.779221
USR00107,ADR00010,True,2026-04-01 12:09:59.779221
USR00108,ADR00010,True,2026-04-16 01:13:19.779221
USR00109,ADR00010,True,2026-05-12 18:05:50.779221
USR00110,ADR00010,True,2026-04-17 19:46:04.779221
USR00112,ADR00010,True,2026-01-04 14:41:44.779221
USR00113,ADR00010,True,2026-01-24 18:25:45.779221
USR00114,ADR00011,True,2026-02-08 13:32:33.779221
USR00115,ADR00011,True,2026-04-26 03:28:00.779221
USR00116,ADR00011,True,2026-03-27 08:22:21.779221
USR00117,ADR00011,True,2026-04-07 19:39:16.779221
USR00118,ADR00011,True,2026-03-04 20:35:28.779221
USR00119,ADR00011,True,2026-06-04 20:19:00.779221
USR00121,ADR00011,True,2026-05-17 21:19:20.779221
USR00122,ADR00011,True,2026-01-11 18:10:40.779221
USR00123,ADR00012,True,2026-02-28 11:41:46.779221
USR00124,ADR00012,True,2026-05-23 13:38:16.779221
USR00125,ADR00012,True,2026-06-01 08:06:05.779221
USR00127,ADR00012,True,2026-04-21 17:59:55.779221
USR00129,ADR00012,True,2026-05-06 21:31:57.779221
USR00131,ADR00012,True,2026-01-12 13:54:19.779221
USR00132,ADR00012,True,2026-05-29 14:04:27.779221
USR00133,ADR00012,True,2026-03-14 03:22:44.779221
USR00134,ADR00013,True,2026-04-21 10:11:03.779221
USR00135,ADR00013,True,2026-02-14 09:07:04.779221
USR00137,ADR00013,True,2026-04-15 20:16:08.779221
USR00138,ADR00013,True,2026-01-08 20:10:38.779221
USR00139,ADR00013,True,2026-02-06 11:41:39.779221
USR00143,ADR00013,True,2026-01-03 05:40:53.779221
USR00144,ADR00013,True,2026-05-13 15:33:31.779221
USR00145,ADR00013,True,2026-05-29 11:12:49.779221
USR00146,ADR00014,True,2025-12-26 12:33:16.779221
USR00147,ADR00014,True,2026-06-04 06:27:24.779221
USR00149,ADR00014,True,2026-04-03 22:16:59.779221
USR00150,ADR00014,True,2025-12-14 05:41:31.779221
USR00151,ADR00014,True,2026-03-16 09:18:01.779221
USR00153,ADR00014,True,2026-02-02 08:22:31.779221
USR00154,ADR00014,True,2026-05-14 13:38:44.779221
USR00155,ADR00014,True,2026-01-09 06:07:08.779221
USR00156,ADR00015,True,2026-03-01 01:08:20.779221
USR00157,ADR00015,True,2026-03-16 12:07:22.779221
USR00158,ADR00015,True,2026-05-10 13:01:01.779221
USR00159,ADR00015,True,2026-02-12 11:25:09.779221
USR00160,ADR00015,True,2026-01-01 14:49:01.779221
USR00161,ADR00015,True,2026-03-01 16:15:50.779221
USR00162,ADR00015,True,2026-02-27 23:59:16.779221
USR00163,ADR00015,True,2026-04-30 03:16:03.779221
USR00164,ADR00016,True,2026-01-02 11:48:12.779221
USR00168,ADR00016,True,2026-01-28 16:34:53.779221
USR00169,ADR00016,True,2026-01-19 19:17:39.779221
USR00170,ADR00016,True,2026-02-24 10:17:10.779221
USR00171,ADR00016,True,2026-01-29 20:54:17.779221
USR00172,ADR00016,True,2026-04-29 09:50:11.779221
USR00173,ADR00016,True,2025-12-11 10:54:50.779221
USR00174,ADR00016,True,2026-01-18 21:59:16.779221
USR00175,ADR00017,True,2025-12-24 06:41:19.779221
USR00176,ADR00017,True,2025-12-14 18:07:38.779221
USR00177,ADR00017,True,2026-05-06 13:13:33.779221
USR00178,ADR00017,True,2026-02-19 21:17:53.779221
USR00179,ADR00017,True,2026-05-25 23:02:28.779221
USR00180,ADR00017,True,2026-02-28 05:12:23.779221
USR00181,ADR00017,True,2026-05-05 22:22:23.779221
USR00182,ADR00017,True,2026-02-02 14:31:25.779221
USR00183,ADR00018,True,2026-05-06 03:52:50.779221
USR00185,ADR00018,True,2026-02-10 03:03:02.779221
USR00186,ADR00018,True,2026-05-02 06:48:57.779221
USR00187,ADR00018,True,2026-04-28 10:03:02.779221
USR00188,ADR00018,True,2026-01-18 05:04:12.779221
USR00189,ADR00018,True,2026-03-16 03:31:01.779221
USR00190,ADR00018,True,2026-03-08 18:24:41.779221
USR00191,ADR00018,True,2026-03-10 07:40:48.779221
USR00192,ADR00019,True,2026-01-01 12:09:47.779221
USR00193,ADR00019,True,2026-02-17 13:47:18.779221
USR00194,ADR00019,True,2026-05-22 11:58:49.779221
USR00195,ADR00019,True,2026-02-13 00:05:25.779221
USR00196,ADR00019,True,2026-04-22 17:17:51.779221
USR00197,ADR00019,True,2026-02-04 08:30:25.779221
USR00198,ADR00019,True,2025-12-15 22:55:42.779221
USR00199,ADR00019,True,2026-03-11 07:20:03.779221
USR00200,ADR00020,True,2026-04-05 23:15:57.779221
USR00202,ADR00020,True,2026-04-13 00:54:43.779221
USR00203,ADR00020,True,2026-04-13 21:59:59.779221
USR00204,ADR00020,True,2026-04-17 20:55:23.779221
USR00205,ADR00020,True,2026-05-09 02:09:21.779221
USR00208,ADR00020,True,2026-01-22 08:29:15.779221
USR00209,ADR00020,True,2026-04-30 09:56:44.779221
USR00210,ADR00020,True,2026-01-25 09:11:31.779221
USR00213,ADR00021,True,2026-04-10 13:37:01.779221
USR00214,ADR00021,True,2026-01-29 07:36:25.779221
USR00215,ADR00021,True,2026-03-13 16:38:09.779221
USR00216,ADR00021,True,2026-04-18 16:38:33.779221
USR00217,ADR00021,True,2026-01-15 14:34:00.779221
USR00219,ADR00021,True,2026-04-14 21:50:00.779221
USR00220,ADR00021,True,2026-02-19 00:21:29.779221
USR00221,ADR00021,True,2026-03-01 14:22:41.779221
USR00223,ADR00022,True,2025-12-13 14:41:54.779221
USR00224,ADR00022,True,2026-05-12 20:50:50.779221
USR00225,ADR00022,True,2026-01-09 03:56:53.779221
USR00226,ADR00022,True,2026-02-22 18:10:18.779221
USR00227,ADR00022,True,2025-12-30 13:47:14.779221
USR00229,ADR00022,True,2026-05-06 03:11:31.779221
USR00230,ADR00022,True,2026-05-27 02:13:13.779221
USR00231,ADR00022,True,2026-01-13 18:30:04.779221
USR00234,ADR00023,True,2026-05-11 10:39:14.779221
USR00235,ADR00023,True,2025-12-26 21:45:58.779221
USR00236,ADR00023,True,2026-01-15 01:56:47.779221
USR00237,ADR00023,True,2026-04-14 07:38:01.779221
USR00238,ADR00023,True,2026-05-30 17:14:12.779221
USR00239,ADR00023,True,2026-01-28 06:41:18.779221
USR00240,ADR00023,True,2026-05-07 12:28:12.779221
USR00242,ADR00023,True,2026-01-22 16:42:29.779221
USR00244,ADR00024,True,2026-03-05 18:38:34.779221
USR00247,ADR00024,True,2026-03-11 19:53:23.779221
USR00248,ADR00024,True,2026-02-07 04:57:57.779221
USR00249,ADR00024,True,2026-04-12 23:39:20.779221
USR00252,ADR00024,True,2026-02-28 10:08:32.779221
USR00254,ADR00024,True,2026-02-19 11:30:37.779221
USR00256,ADR00024,True,2026-01-10 23:23:35.779221
USR00257,ADR00024,True,2025-12-30 20:13:03.779221
USR00258,ADR00025,True,2026-05-24 09:51:46.779221
USR00259,ADR00025,True,2026-04-15 11:16:19.779221
USR00260,ADR00025,True,2026-01-16 03:06:38.779221
USR00261,ADR00025,True,2025-12-24 23:22:29.779221
USR00262,ADR00025,True,2026-01-26 16:33:23.779221
USR00263,ADR00025,True,2026-04-02 17:36:08.779221
USR00265,ADR00025,True,2025-12-11 19:05:25.779221
USR00266,ADR00025,True,2026-03-12 08:55:36.779221
USR00267,ADR00026,True,2026-02-25 18:50:39.779221
USR00268,ADR00026,True,2026-05-02 16:06:49.779221
USR00269,ADR00026,True,2026-02-13 05:26:32.779221
USR00270,ADR00026,True,2026-05-06 05:26:21.779221
USR00272,ADR00026,True,2026-02-24 05:06:05.779221
USR00274,ADR00026,True,2026-04-22 17:11:53.779221
USR00275,ADR00026,True,2026-01-21 22:46:57.779221
USR00276,ADR00026,True,2026-02-04 14:07:11.779221
USR00277,ADR00027,True,2026-04-28 03:00:07.779221
USR00278,ADR00027,True,2026-06-06 06:04:52.779221
USR00279,ADR00027,True,2026-04-13 11:19:08.779221
USR00281,ADR00027,True,2026-05-05 16:55:39.779221
USR00282,ADR00027,True,2026-04-04 05:18:33.779221
USR00284,ADR00027,True,2026-04-09 17:54:15.779221
USR00285,ADR00027,True,2026-05-05 07:01:26.779221
USR00286,ADR00027,True,2026-02-28 21:29:24.779221
USR00287,ADR00028,True,2026-04-12 08:11:58.779221
USR00288,ADR00028,True,2026-04-26 11:36:46.779221
USR00290,ADR00028,True,2026-02-21 07:19:55.779221
USR00292,ADR00028,True,2026-03-30 08:19:38.779221
USR00293,ADR00028,True,2025-12-13 16:52:03.779221
USR00294,ADR00028,True,2026-02-16 15:29:30.779221
USR00295,ADR00028,True,2026-03-07 23:44:04.779221
USR00299,ADR00028,True,2026-02-12 10:53:09.779221
USR00300,ADR00029,True,2026-01-14 20:49:50.779221
USR00301,ADR00029,True,2026-04-08 02:37:48.779221
USR00303,ADR00029,True,2026-05-22 02:22:33.779221
USR00304,ADR00029,True,2026-01-25 18:20:24.779221
USR00305,ADR00029,True,2026-01-06 05:51:03.779221
USR00306,ADR00029,True,2026-02-27 12:10:36.779221
USR00307,ADR00029,True,2026-05-03 00:39:10.779221
USR00309,ADR00029,True,2026-06-05 04:06:37.779221
USR00310,ADR00030,True,2026-04-27 08:26:22.779221
USR00311,ADR00030,True,2026-03-03 17:06:44.779221
USR00314,ADR00030,True,2026-02-11 04:44:34.779221
USR00316,ADR00030,True,2026-05-08 06:12:32.779221
USR00318,ADR00030,True,2026-01-13 13:08:23.779221
USR00320,ADR00030,True,2026-01-28 01:37:53.779221
USR00321,ADR00030,True,2025-12-27 13:21:48.779221
USR00322,ADR00030,True,2026-01-14 14:44:11.779221
USR00323,ADR00031,True,2026-04-04 11:14:10.779221
USR00324,ADR00031,True,2026-03-17 12:40:10.779221
USR00326,ADR00031,True,2026-03-15 15:34:06.779221
USR00327,ADR00031,True,2026-05-19 12:40:34.779221
USR00329,ADR00031,True,2026-05-15 11:26:54.779221
USR00330,ADR00031,True,2026-03-28 08:06:04.779221
USR00332,ADR00031,True,2026-02-06 09:55:56.779221
USR00333,ADR00031,True,2026-05-19 10:17:08.779221
USR00334,ADR00032,True,2026-03-24 09:55:02.779221
USR00335,ADR00032,True,2026-02-21 18:07:00.779221
USR00336,ADR00032,True,2026-05-01 10:11:33.779221
USR00337,ADR00032,True,2026-05-31 07:01:37.779221
USR00338,ADR00032,True,2026-04-12 08:55:30.779221
USR00343,ADR00032,True,2026-06-02 04:58:58.779221
USR00344,ADR00032,True,2026-02-02 07:38:31.779221
USR00345,ADR00032,True,2026-01-17 00:05:13.779221
USR00346,ADR00033,True,2025-12-16 09:35:05.779221
USR00347,ADR00033,True,2026-05-01 09:17:22.779221
USR00348,ADR00033,True,2026-05-07 06:02:43.779221
USR00349,ADR00033,True,2026-05-24 21:50:55.779221
USR00351,ADR00033,True,2026-05-27 05:04:21.779221
USR00352,ADR00033,True,2026-01-05 20:28:06.779221
USR00354,ADR00033,True,2026-02-21 00:55:46.779221
USR00355,ADR00033,True,2026-05-06 00:20:42.779221
USR00357,ADR00034,True,2026-04-06 23:18:32.779221
USR00358,ADR00034,True,2026-03-23 04:24:22.779221
USR00359,ADR00034,True,2026-01-27 23:02:10.779221
USR00360,ADR00034,True,2026-03-08 07:47:06.779221
USR00361,ADR00034,True,2026-02-15 13:10:20.779221
USR00362,ADR00034,True,2026-03-05 05:02:13.779221
USR00363,ADR00034,True,2026-01-17 23:58:48.779221
USR00367,ADR00034,True,2026-04-12 12:43:57.779221
USR00368,ADR00035,True,2026-05-26 13:39:35.779221
USR00369,ADR00035,True,2026-03-22 01:03:58.779221
USR00370,ADR00035,True,2026-01-17 10:25:40.779221
USR00371,ADR00035,True,2026-04-01 07:24:48.779221
USR00373,ADR00035,True,2025-12-31 00:38:39.779221
USR00374,ADR00035,True,2026-03-10 19:48:54.779221
USR00376,ADR00035,True,2026-02-13 18:42:17.779221
USR00378,ADR00035,True,2026-02-15 21:25:24.779221
USR00382,ADR00036,True,2026-02-20 19:21:13.779221
USR00383,ADR00036,True,2026-05-23 18:32:05.779221
USR00386,ADR00036,True,2026-04-28 10:16:11.779221
USR00388,ADR00036,True,2026-01-16 18:10:59.779221
USR00390,ADR00036,True,2026-04-05 13:59:03.779221
USR00391,ADR00036,True,2026-01-12 03:52:15.779221
USR00392,ADR00036,True,2026-01-14 13:24:54.779221
USR00393,ADR00036,True,2026-02-04 15:09:34.779221
USR00397,ADR00037,True,2026-02-18 22:44:15.779221
USR00399,ADR00037,True,2026-03-09 00:59:24.779221
USR00400,ADR00037,True,2026-05-27 14:30:25.779221
USR00401,ADR00037,True,2026-02-18 00:40:43.779221
USR00402,ADR00037,True,2025-12-27 10:21:42.779221
USR00403,ADR00037,True,2026-02-23 04:16:46.779221
USR00404,ADR00037,True,2026-03-03 01:36:09.779221
USR00405,ADR00037,True,2025-12-29 14:23:44.779221
USR00407,ADR00038,True,2026-02-01 18:04:55.779221
USR00408,ADR00038,True,2025-12-12 10:52:47.779221
USR00410,ADR00038,True,2026-04-25 12:21:15.779221
USR00414,ADR00038,True,2026-03-28 02:53:13.779221
USR00415,ADR00038,True,2026-01-16 20:41:08.779221
USR00416,ADR00038,True,2026-03-20 16:02:36.779221
USR00418,ADR00038,True,2026-05-05 07:02:00.779221
USR00421,ADR00038,True,2026-04-07 01:30:57.779221
USR00422,ADR00039,True,2025-12-19 20:40:08.779221
USR00423,ADR00039,True,2026-02-16 08:27:52.779221
USR00427,ADR00039,True,2026-05-27 01:05:30.779221
USR00428,ADR00039,True,2025-12-12 18:05:04.779221
USR00430,ADR00039,True,2026-02-24 03:20:46.779221
USR00431,ADR00039,True,2026-01-29 14:20:59.779221
USR00433,ADR00039,True,2026-04-18 11:22:38.779221
USR00434,ADR00039,True,2026-05-30 04:26:41.779221
USR00435,ADR00040,True,2026-01-20 02:44:09.779221
USR00436,ADR00040,True,2026-03-16 00:37:01.779221
USR00440,ADR00040,True,2026-06-01 11:45:39.779221
USR00441,ADR00040,True,2026-01-01 09:06:05.779221
USR00442,ADR00040,True,2026-03-07 09:56:23.779221
USR00443,ADR00040,True,2025-12-16 05:31:47.779221
USR00444,ADR00040,True,2026-06-01 06:34:16.779221
USR00445,ADR00040,True,2026-05-13 17:39:44.779221
USR00446,ADR00041,True,2026-05-15 08:52:09.779221
USR00447,ADR00041,True,2026-03-27 13:12:57.779221
USR00448,ADR00041,True,2026-03-07 14:39:37.779221
USR00449,ADR00041,True,2026-03-24 00:30:12.779221
USR00450,ADR00041,True,2026-03-09 18:58:49.779221
USR00451,ADR00041,True,2026-04-19 05:23:11.779221
USR00452,ADR00041,True,2026-05-04 08:51:30.779221
USR00453,ADR00041,True,2026-01-06 04:19:50.779221
USR00454,ADR00042,True,2026-05-18 03:39:33.779221
USR00455,ADR00042,True,2025-12-17 03:58:48.779221
USR00457,ADR00042,True,2026-02-23 16:59:44.779221
USR00459,ADR00042,True,2026-05-13 08:18:52.779221
USR00460,ADR00042,True,2026-02-05 19:45:54.779221
USR00463,ADR00042,True,2026-03-02 05:24:44.779221
USR00466,ADR00042,True,2026-03-24 14:20:05.779221
USR00470,ADR00042,True,2026-02-03 23:38:25.779221
USR00472,ADR00043,True,2026-01-21 09:34:17.779221
USR00473,ADR00043,True,2025-12-28 17:32:47.779221
USR00474,ADR00043,True,2025-12-13 00:03:30.779221
USR00475,ADR00043,True,2026-03-27 05:28:00.779221
USR00477,ADR00043,True,2026-04-16 03:31:33.779221
USR00478,ADR00043,True,2026-01-17 07:49:08.779221
USR00480,ADR00043,True,2026-06-05 19:16:00.779221
USR00481,ADR00043,True,2026-01-19 14:13:46.779221
USR00482,ADR00044,True,2026-03-28 22:49:52.779221
USR00484,ADR00044,True,2026-05-03 09:06:53.779221
USR00486,ADR00044,True,2026-02-23 09:06:18.779221
USR00489,ADR00044,True,2026-06-03 04:17:13.779221
USR00490,ADR00044,True,2026-03-19 12:52:17.779221
USR00491,ADR00044,True,2026-05-30 22:36:43.779221
USR00492,ADR00044,True,2026-03-26 09:03:43.779221
USR00493,ADR00044,True,2026-04-12 00:24:59.779221
USR00496,ADR00045,True,2026-03-07 07:41:03.779221
USR00497,ADR00045,True,2026-04-09 23:33:49.779221
USR00498,ADR00045,True,2026-01-13 04:21:20.779221
USR00499,ADR00045,True,2026-05-10 05:26:54.779221
USR00501,ADR00045,True,2026-03-26 07:43:21.779221
USR00504,ADR00045,True,2026-05-31 04:49:57.779221
USR00505,ADR00045,True,2026-01-19 10:48:20.779221
USR00506,ADR00045,True,2026-05-01 13:06:07.779221
USR00508,ADR00046,True,2026-04-05 19:05:33.779221
USR00510,ADR00046,True,2026-06-01 11:26:20.779221
USR00512,ADR00046,True,2025-12-12 23:51:21.779221
USR00515,ADR00046,True,2026-02-01 02:18:47.779221
USR00516,ADR00046,True,2026-04-08 14:09:29.779221
USR00517,ADR00046,True,2026-05-31 18:59:06.779221
USR00518,ADR00046,True,2026-01-30 06:10:58.779221
USR00519,ADR00046,True,2026-01-07 16:04:00.779221
USR00520,ADR00047,True,2026-03-18 16:14:44.779221
USR00521,ADR00047,True,2026-01-08 06:56:12.779221
USR00522,ADR00047,True,2026-03-07 08:32:23.779221
USR00523,ADR00047,True,2025-12-22 00:56:02.779221
USR00524,ADR00047,True,2026-03-25 21:00:13.779221
USR00526,ADR00047,True,2026-05-14 07:10:00.779221
USR00528,ADR00047,True,2026-04-14 01:14:16.779221
USR00529,ADR00047,True,2026-02-19 03:58:28.779221
USR00530,ADR00048,True,2026-06-01 04:51:01.779221
USR00531,ADR00048,True,2026-05-27 08:41:13.779221
USR00532,ADR00048,True,2025-12-16 21:12:13.779221
USR00533,ADR00048,True,2025-12-11 03:52:18.779221
USR00534,ADR00048,True,2026-02-25 08:22:58.779221
USR00536,ADR00048,True,2026-05-09 08:11:03.779221
USR00537,ADR00048,True,2026-04-26 17:05:28.779221
USR00538,ADR00048,True,2026-01-20 18:43:39.779221
USR00542,ADR00049,True,2026-04-10 15:27:50.779221
USR00543,ADR00049,True,2026-01-21 22:30:34.779221
USR00544,ADR00049,True,2026-04-28 15:43:15.779221
USR00546,ADR00049,True,2026-02-17 12:00:57.779221
USR00547,ADR00049,True,2026-01-09 13:23:49.779221
USR00548,ADR00049,True,2026-03-03 14:29:55.779221
USR00549,ADR00049,True,2026-02-18 22:26:33.779221
USR00551,ADR00049,True,2026-05-23 16:32:24.779221
USR00552,ADR00050,True,2026-03-14 16:15:16.779221
USR00554,ADR00050,True,2026-04-07 07:29:13.779221
USR00555,ADR00050,True,2025-12-29 21:30:43.779221
USR00556,ADR00050,True,2026-03-08 18:59:27.779221
USR00557,ADR00050,True,2025-12-15 05:38:03.779221
USR00559,ADR00050,True,2026-02-10 10:27:27.779221
USR00560,ADR00050,True,2026-04-02 03:08:53.779221
USR00561,ADR00050,True,2026-04-27 13:27:13.779221
USR00563,ADR00051,True,2025-12-21 20:11:11.779221
USR00564,ADR00051,True,2026-04-15 20:23:02.779221
USR00565,ADR00051,True,2026-04-15 20:44:06.779221
USR00568,ADR00051,True,2026-02-19 10:45:49.779221
USR00569,ADR00051,True,2026-01-18 23:57:55.779221
USR00570,ADR00051,True,2026-04-06 22:38:04.779221
USR00571,ADR00051,True,2026-02-03 08:44:42.779221
USR00573,ADR00051,True,2026-05-23 11:43:18.779221
USR00575,ADR00052,True,2025-12-12 04:30:43.779221
USR00577,ADR00052,True,2026-05-03 12:51:04.779221
USR00579,ADR00052,True,2026-01-24 12:44:12.779221
USR00580,ADR00052,True,2026-02-12 13:20:58.779221
USR00581,ADR00052,True,2026-02-01 01:19:15.779221
USR00582,ADR00052,True,2026-03-24 21:38:57.779221
USR00584,ADR00052,True,2026-01-10 13:03:36.779221
USR00585,ADR00052,True,2026-05-02 14:40:22.779221
USR00587,ADR00053,True,2026-05-03 14:21:13.779221
USR00588,ADR00053,True,2026-01-01 06:26:09.779221
USR00590,ADR00053,True,2026-02-01 12:21:16.779221
USR00591,ADR00053,True,2026-02-06 21:31:30.779221
USR00592,ADR00053,True,2026-05-26 20:31:58.779221
USR00593,ADR00053,True,2026-05-07 03:28:48.779221
USR00597,ADR00053,True,2026-04-02 17:55:29.779221
USR00598,ADR00053,True,2026-04-10 12:16:07.779221
USR00599,ADR00054,True,2026-01-24 08:14:24.779221
USR00601,ADR00054,True,2026-01-04 11:08:00.779221
USR00603,ADR00054,True,2026-02-25 18:19:22.779221
USR00604,ADR00054,True,2026-01-01 07:28:50.779221
USR00607,ADR00054,True,2026-04-20 02:50:30.779221
USR00609,ADR00054,True,2026-03-09 00:47:50.779221
USR00612,ADR00054,True,2026-05-21 00:33:02.779221
USR00613,ADR00054,True,2025-12-12 08:15:05.779221
USR00614,ADR00055,True,2026-04-12 15:45:48.779221
USR00618,ADR00055,True,2026-01-14 09:33:45.779221
USR00619,ADR00055,True,2026-01-16 17:55:43.779221
USR00621,ADR00055,True,2026-03-28 05:29:05.779221
USR00622,ADR00055,True,2026-05-26 06:46:09.779221
USR00626,ADR00055,True,2026-06-06 20:52:57.779221
USR00627,ADR00055,True,2025-12-26 05:45:56.779221
USR00629,ADR00055,True,2026-01-23 11:53:19.779221
USR00630,ADR00056,True,2026-03-08 12:05:12.779221
USR00631,ADR00056,True,2026-02-18 05:01:25.779221
USR00632,ADR00056,True,2026-03-11 00:05:18.779221
USR00633,ADR00056,True,2026-01-07 20:49:31.779221
USR00636,ADR00056,True,2026-01-16 03:01:45.779221
USR00637,ADR00056,True,2026-05-12 16:46:47.779221
USR00639,ADR00056,True,2026-01-24 21:47:36.779221
USR00640,ADR00056,True,2026-05-18 19:37:09.779221
USR00641,ADR00057,True,2026-04-23 16:52:34.779221
USR00643,ADR00057,True,2026-05-06 15:44:21.779221
USR00644,ADR00057,True,2026-02-09 15:17:22.779221
USR00646,ADR00057,True,2026-02-20 14:49:27.779221
USR00647,ADR00057,True,2026-03-24 23:50:35.779221
USR00649,ADR00057,True,2026-05-30 00:26:23.779221
USR00651,ADR00057,True,2026-02-18 18:39:00.779221
USR00652,ADR00057,True,2026-03-26 07:23:05.779221
USR00653,ADR00058,True,2026-05-24 05:42:53.779221
USR00654,ADR00058,True,2026-01-13 21:25:13.779221
USR00655,ADR00058,True,2026-01-27 02:33:00.779221
USR00656,ADR00058,True,2026-01-12 11:18:01.779221
USR00657,ADR00058,True,2026-03-21 14:30:07.779221
USR00658,ADR00058,True,2026-04-08 05:26:36.779221
USR00660,ADR00058,True,2026-02-22 17:19:22.779221
USR00661,ADR00058,True,2026-01-14 05:54:52.779221
USR00662,ADR00059,True,2026-01-15 05:36:10.779221
USR00663,ADR00059,True,2026-05-25 14:36:36.779221
USR00664,ADR00059,True,2026-01-24 21:33:14.779221
USR00665,ADR00059,True,2026-04-06 11:35:46.779221
USR00666,ADR00059,True,2026-06-04 23:28:49.779221
USR00670,ADR00059,True,2026-03-15 10:58:46.779221
USR00672,ADR00059,True,2026-06-06 12:01:12.779221
USR00674,ADR00059,True,2026-02-23 02:05:12.779221
USR00676,ADR00060,True,2026-02-13 14:36:38.779221
USR00677,ADR00060,True,2026-01-19 21:02:53.779221
USR00679,ADR00060,True,2026-04-10 10:35:11.779221
USR00681,ADR00060,True,2026-05-27 21:20:43.779221
USR00682,ADR00060,True,2025-12-26 04:13:33.779221
USR00683,ADR00060,True,2026-06-01 06:58:11.779221
USR00685,ADR00060,True,2026-02-03 09:42:44.779221
USR00686,ADR00060,True,2026-03-05 21:31:16.779221
USR00688,ADR00061,True,2025-12-19 09:12:36.779221
