user_id,is_fake_account,fraud_type,fraud_reason,label_source
USR00366,True,referral_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR00367,False,normal,,rule_based
USR00368,False,normal,,rule_based
USR00369,False,normal,,rule_based
USR00370,False,normal,,rule_based
USR00371,False,normal,,rule_based
USR00372,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR00373,False,normal,,rule_based
USR00374,False,normal,,rule_based
USR00375,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR00376,False,normal,,rule_based
USR00377,True,shared_payment_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR00378,False,normal,,rule_based
USR00379,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR00380,True,shared_device_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR00381,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR00382,False,normal,,rule_based
USR00383,False,normal,,rule_based
USR00384,True,voucher_farming,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR00385,True,shared_payment_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR00386,False,normal,,rule_based
USR00387,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR00388,False,normal,,rule_based
USR00389,True,referral_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR00390,False,normal,,rule_based
USR00391,False,normal,,rule_based
USR00392,False,normal,,rule_based
USR00393,False,normal,,rule_based
USR00394,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR00395,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR00396,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR00397,False,normal,,rule_based
USR00398,True,shared_device_abuse,Multiple accounts registered and logging in from the same device fingerprint,rule_based
USR00399,False,normal,,rule_based
USR00400,False,normal,,rule_based
USR00401,False,normal,,rule_based
USR00402,False,normal,,rule_based
USR00403,False,normal,,rule_based
USR00404,False,normal,,rule_based
USR00405,False,normal,,rule_based
USR00406,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR00407,False,normal,,rule_based
USR00408,False,normal,,rule_based
USR00409,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR00410,False,normal,,rule_based
USR00411,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR00412,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR00413,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR00414,False,normal,,rule_based
USR00415,False,normal,,rule_based
USR00416,False,normal,,rule_based
USR00417,True,shared_payment_abuse,Multiple accounts linked to the same default payment token,rule_based
USR00418,False,normal,,rule_based
USR00419,True,shared_device_abuse,Multiple accounts registered and logging in from the same device fingerprint,rule_based
USR00420,True,shared_address_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR00421,False,normal,,rule_based
USR00422,False,normal,,rule_based
USR00423,False,normal,,rule_based
USR00424,True,shared_payment_abuse,Multiple accounts linked to the same default payment token,rule_based
USR00425,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR00426,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR00427,False,normal,,rule_based
USR00428,False,normal,,rule_based
USR00429,True,shared_device_abuse,Multiple accounts registered and logging in from the same device fingerprint,rule_based
USR00430,False,normal,,rule_based
USR00431,False,normal,,rule_based
USR00432,True,shared_payment_abuse,Multiple accounts linked to the same default payment token,rule_based
USR00433,False,normal,,rule_based
USR00434,False,normal,,rule_based
USR00435,False,normal,,rule_based
USR00436,False,normal,,rule_based
USR00437,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR00438,True,shared_address_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR00439,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR00440,False,normal,,rule_based
USR00441,False,normal,,rule_based
USR00442,False,normal,,rule_based
USR00443,False,normal,,rule_based
USR00444,False,normal,,rule_based
USR00445,False,normal,,rule_based
USR00446,False,normal,,rule_based
USR00447,False,normal,,rule_based
USR00448,False,normal,,rule_based
USR00449,False,normal,,rule_based
USR00450,False,normal,,rule_based
USR00451,False,normal,,rule_based
USR00452,False,normal,,rule_based
USR00453,False,normal,,rule_based
USR00454,False,normal,,rule_based
USR00455,False,normal,,rule_based
USR00456,True,shared_device_abuse,Multiple accounts registered and logging in from the same device fingerprint,rule_based
USR00457,False,normal,,rule_based
USR00458,True,shared_device_abuse,Multiple accounts registered and logging in from the same device fingerprint,rule_based
USR00459,False,normal,,rule_based
USR00460,False,normal,,rule_based
USR00461,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR00462,True,shared_address_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR00463,False,normal,,rule_based
USR00464,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR00465,True,shared_payment_abuse,Multiple accounts linked to the same default payment token,rule_based
USR00466,False,normal,,rule_based
USR00467,True,shared_device_abuse,Multiple accounts registered and logging in from the same device fingerprint,rule_based
USR00468,True,shared_device_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR00469,True,shared_device_abuse,Multiple accounts registered and logging in from the same device fingerprint,rule_based
USR00470,False,normal,,rule_based
USR00471,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR00472,False,normal,,rule_based
USR00473,False,normal,,rule_based
USR00474,False,normal,,rule_based
USR00475,False,normal,,rule_based
USR00476,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR00477,False,normal,,rule_based
USR00478,False,normal,,rule_based
USR00479,True,referral_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR00480,False,normal,,rule_based
USR00481,False,normal,,rule_based
USR00482,False,normal,,rule_based
USR00483,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR00484,False,normal,,rule_based
USR00485,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR00486,False,normal,,rule_based
USR00487,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR00488,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR00489,False,normal,,rule_based
USR00490,False,normal,,rule_based
USR00491,False,normal,,rule_based
USR00492,False,normal,,rule_based
USR00493,False,normal,,rule_based
USR00494,True,shared_address_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR00495,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR00496,False,normal,,rule_based
USR00497,False,normal,,rule_based
USR00498,False,normal,,rule_based
USR00499,False,normal,,rule_based
USR00500,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR00501,False,normal,,rule_based
USR00502,True,shared_payment_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR00503,True,shared_payment_abuse,Multiple accounts linked to the same default payment token,rule_based
USR00504,False,normal,,rule_based
USR00505,False,normal,,rule_based
USR00506,False,normal,,rule_based
USR00507,True,voucher_farming,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR00508,False,normal,,rule_based
USR00509,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR00510,False,normal,,rule_based
USR00511,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR00512,False,normal,,rule_based
USR00513,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR00514,True,shared_device_abuse,Multiple accounts registered and logging in from the same device fingerprint,rule_based
USR00515,False,normal,,rule_based
USR00516,False,normal,,rule_based
USR00517,False,normal,,rule_based
USR00518,False,normal,,rule_based
USR00519,False,normal,,rule_based
USR00520,False,normal,,rule_based
USR00521,False,normal,,rule_based
USR00522,False,normal,,rule_based
USR00523,False,normal,,rule_based
USR00524,False,normal,,rule_based
USR00525,True,shared_payment_abuse,Multiple accounts linked to the same default payment token,rule_based
USR00526,False,normal,,rule_based
USR00527,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR00528,False,normal,,rule_based
USR00529,False,normal,,rule_based
USR00530,False,normal,,rule_based
USR00531,False,normal,,rule_based
USR00532,False,normal,,rule_based
USR00533,False,normal,,rule_based
USR00534,False,normal,,rule_based
USR00535,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR00536,False,normal,,rule_based
USR00537,False,normal,,rule_based
USR00538,False,normal,,rule_based
USR00539,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR00540,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR00541,True,shared_payment_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR00542,False,normal,,rule_based
USR00543,False,normal,,rule_based
USR00544,False,normal,,rule_based
USR00545,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR00546,False,normal,,rule_based
USR00547,False,normal,,rule_based
USR00548,False,normal,,rule_based
USR00549,False,normal,,rule_based
USR00550,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR00551,False,normal,,rule_based
USR00552,False,normal,,rule_based
USR00553,True,shared_payment_abuse,Multiple accounts linked to the same default payment token,rule_based
USR00554,False,normal,,rule_based
USR00555,False,normal,,rule_based
USR00556,False,normal,,rule_based
USR00557,False,normal,,rule_based
USR00558,True,shared_device_abuse,Multiple accounts registered and logging in from the same device fingerprint,rule_based
USR00559,False,normal,,rule_based
USR00560,False,normal,,rule_based
USR00561,False,normal,,rule_based
USR00562,True,shared_payment_abuse,Multiple accounts linked to the same default payment token,rule_based
USR00563,False,normal,,rule_based
USR00564,False,normal,,rule_based
USR00565,False,normal,,rule_based
USR00566,True,voucher_farming,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR00567,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR00568,False,normal,,rule_based
USR00569,False,normal,,rule_based
USR00570,False,normal,,rule_based
USR00571,False,normal,,rule_based
USR00572,True,shared_device_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR00573,False,normal,,rule_based
USR00574,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR00575,False,normal,,rule_based
USR00576,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR00577,False,normal,,rule_based
USR00578,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR00579,False,normal,,rule_based
