uid,email_len,email_num_ratio,email_rand,disp_email,phone_score,full_name_len,is_email_verified,is_phone_verified,age_years,registration_hour,registration_channel,city,province,fraud,ftype
USR08705,26,0.0,3.039148671903071,0,0.37272727272727274,16,1,1,38.992470910335385,0,phone,Yogyakarta,DI Yogyakarta,0,normal
USR00452,21,0.5555555555555556,2.94770277922009,1,0.3181818181818182,10,0,0,22.576317590691307,8,email,Bandung,Jawa Barat,1,disposable_email
USR08668,23,0.5,3.121928094887362,1,0.24000000000000002,11,0,0,36.24366872005476,15,google,Medan,Sumatera Utara,1,disposable_email
USR04766,18,0.0,1.9056390622295665,0,0.43636363636363634,15,1,1,25.267624914442163,3,google,Medan,Sumatera Utara,1,suspicious_phone_pattern
USR00493,18,0.25,2.75,0,0.40909090909090906,19,1,1,23.014373716632445,0,google,Medan,Sumatera Utara,0,normal
USR02939,18,0.375,3.0,0,0.21818181818181817,9,1,1,54.63655030800821,19,google,Yogyakarta,DI Yogyakarta,0,normal
USR02690,25,0.0,3.0269868333592873,0,0.1909090909090909,22,1,1,39.31006160164271,7,phone,Medan,Sumatera Utara,0,normal
USR06472,21,0.2222222222222222,2.725480556997868,0,0.3090909090909091,19,1,1,20.42984257357974,7,email,Medan,Sumatera Utara,0,normal
USR04724,22,0.0,2.8553885422075336,0,0.43636363636363634,14,1,1,25.95482546201232,14,phone,Jakarta,DKI Jakarta,1,suspicious_phone_pattern
USR07096,25,0.5,3.321928094887362,1,0.3363636363636363,11,1,1,28.889801505817932,3,phone,Yogyakarta,DI Yogyakarta,1,disposable_email
USR03587,20,0.0,2.446439344671016,0,0.46363636363636357,11,1,1,27.345653661875428,22,google,Makassar,Sulawesi Selatan,1,suspicious_phone_pattern
USR09824,16,0.3333333333333333,2.584962500721156,0,0.46363636363636357,22,1,1,36.56947296372348,3,google,Jakarta,DKI Jakarta,1,suspicious_phone_pattern
USR06018,22,0.0,3.2516291673878226,0,0.12727272727272723,9,1,1,52.56947296372348,22,email,Denpasar,Bali,0,normal
USR08361,21,0.0,2.8453509366224368,0,0.46363636363636357,25,1,1,24.303901437371664,0,google,Surabaya,Jawa Timur,1,suspicious_phone_pattern
USR08419,28,0.38461538461538464,3.0269868333592873,1,0.37272727272727274,14,1,1,27.99726214921287,12,email,Yogyakarta,DI Yogyakarta,1,disposable_email
USR00121,15,0.4,2.321928094887362,0,0.34545454545454546,21,1,1,40.01095140314853,21,email,Jakarta,DKI Jakarta,0,normal
USR01583,22,0.5,3.121928094887362,1,0.38,11,0,1,34.847364818617386,16,phone,Yogyakarta,DI Yogyakarta,1,disposable_email
USR09230,22,0.5,3.1219280948873624,1,0.2818181818181818,11,1,1,41.14168377823409,1,email,Yogyakarta,DI Yogyakarta,1,disposable_email
USR06604,25,0.5,2.846439344671016,1,0.34545454545454546,11,0,0,26.469541409993155,19,facebook,Bandung,Jawa Barat,1,disposable_email
USR01205,21,0.0,3.0957952550009344,0,0.3818181818181818,28,1,1,54.80355920602327,22,google,Surabaya,Jawa Timur,0,normal
USR00940,25,0.0,3.640223928941851,0,0.43999999999999995,21,1,1,16.917180013689254,15,phone,Makassar,Sulawesi Selatan,1,suspicious_phone_pattern
USR09745,18,0.3333333333333333,2.584962500721156,0,0.43636363636363634,20,1,1,45.040383299110196,4,phone,Denpasar,Bali,1,suspicious_phone_pattern
USR04156,19,0.0,2.5216406363433186,0,0.2545454545454545,15,1,1,45.752224503764545,22,phone,Medan,Sumatera Utara,0,normal
USR04603,15,0.4,2.321928094887362,0,0.33999999999999997,14,1,1,33.713894592744694,20,email,Jakarta,DKI Jakarta,0,normal
USR04994,26,0.38461538461538464,2.7773627950641693,1,0.12727272727272723,14,1,0,18.729637234770706,1,phone,Bandung,Jawa Barat,1,disposable_email
USR03413,20,0.0,2.75,0,0.5,12,1,1,24.2217659137577,0,facebook,Medan,Sumatera Utara,1,suspicious_phone_pattern
USR05248,18,0.0,2.75,0,0.12727272727272723,18,1,1,42.78713210130048,3,google,Yogyakarta,DI Yogyakarta,0,normal
USR02047,18,0.0,2.75,0,0.5181818181818181,14,1,1,19.40041067761807,2,phone,Yogyakarta,DI Yogyakarta,1,suspicious_phone_pattern
USR06932,24,0.0,3.084962500721156,0,0.42727272727272725,14,1,1,39.07734428473648,14,google,Semarang,Jawa Tengah,1,suspicious_phone_pattern
USR02668,24,0.0,2.4956029237290123,0,0.43636363636363634,12,1,1,33.04859685147159,16,email,Medan,Sumatera Utara,1,suspicious_phone_pattern
USR06279,22,0.4,2.9219280948873623,1,0.39999999999999997,11,1,0,28.079397672826833,22,google,Jakarta,DKI Jakarta,1,disposable_email
USR02275,22,0.0,2.9219280948873623,0,0.2545454545454545,12,1,1,38.93497604380561,7,phone,Bandung,Jawa Barat,0,normal
USR03227,25,0.0,2.9312089489103235,0,0.43636363636363634,27,1,1,54.978781656399725,4,facebook,Surabaya,Jawa Timur,1,suspicious_phone_pattern
USR01865,26,0.0,3.625,0,0.43636363636363634,23,1,1,46.06981519507187,19,google,Denpasar,Bali,1,suspicious_phone_pattern
USR03690,26,0.0,3.452819531114783,0,0.37272727272727274,23,1,1,48.0766598220397,21,google,Yogyakarta,DI Yogyakarta,0,normal
USR05288,26,0.0,2.8962915290459286,0,0.2818181818181818,16,1,1,38.3709787816564,14,phone,Denpasar,Bali,0,normal
USR03685,16,0.0,2.584962500721156,0,0.43636363636363634,14,1,1,59.89048596851472,7,facebook,Surabaya,Jawa Timur,1,suspicious_phone_pattern
USR02554,23,0.5,3.121928094887362,1,0.34545454545454546,11,0,1,42.286105407255306,6,facebook,Bandung,Jawa Barat,1,disposable_email
USR05629,23,0.45454545454545453,3.0957952550009344,1,0.1909090909090909,12,0,1,40.34770704996578,16,phone,Jakarta,DKI Jakarta,1,disposable_email
USR06840,20,0.0,2.9219280948873623,0,0.37272727272727274,20,1,1,43.709787816563995,9,google,Medan,Sumatera Utara,0,normal
USR08062,24,0.5555555555555556,2.503258334775646,1,0.24545454545454543,10,1,0,18.168377823408623,5,google,Denpasar,Bali,1,disposable_email
USR03753,23,0.0,3.0269868333592873,0,0.30000000000000004,12,1,1,42.60643394934976,18,phone,Surabaya,Jawa Timur,0,normal
USR03959,24,0.0,3.09306920777189,0,0.43636363636363634,14,1,1,20.298425735797398,19,email,Semarang,Jawa Tengah,1,suspicious_phone_pattern
USR09759,18,0.0,3.0,0,0.43636363636363634,14,1,1,40.643394934976044,18,google,Surabaya,Jawa Timur,1,suspicious_phone_pattern
USR06377,19,0.5555555555555556,3.169925001442312,0,0.43636363636363634,10,0,1,24.95277207392197,10,email,Makassar,Sulawesi Selatan,1,suspicious_phone_pattern
USR09155,20,0.0,2.9219280948873623,0,0.2818181818181818,16,1,1,57.007529089664615,1,phone,Denpasar,Bali,0,normal
USR08964,24,0.4166666666666667,3.2516291673878226,1,0.2818181818181818,13,0,0,28.31211498973306,6,phone,Semarang,Jawa Tengah,1,disposable_email
USR03729,21,0.0,2.94770277922009,0,0.43636363636363634,21,1,1,57.883641341546884,3,phone,Medan,Sumatera Utara,1,suspicious_phone_pattern
USR01285,29,0.35714285714285715,3.182005814760214,1,0.30999999999999994,15,1,0,60.19438740588638,1,email,Bandung,Jawa Barat,1,disposable_email
USR05787,20,0.0,2.4464393446710155,0,0.42727272727272725,12,1,1,25.776865160848732,17,google,Surabaya,Jawa Timur,1,suspicious_phone_pattern
USR02499,23,0.5,3.121928094887362,1,0.2545454545454545,11,0,1,41.08966461327858,17,phone,Semarang,Jawa Tengah,1,disposable_email
USR04470,22,0.5,2.9219280948873623,1,0.2818181818181818,11,0,0,34.945927446954144,6,email,Bandung,Jawa Barat,1,disposable_email
USR02254,24,0.0,3.2516291673878226,0,0.3363636363636363,18,1,1,43.50444900752909,12,phone,Jakarta,DKI Jakarta,0,normal
USR06326,25,0.4166666666666667,2.792481250360578,1,0.3090909090909091,13,0,0,33.57152635181382,2,google,Medan,Sumatera Utara,1,disposable_email
USR00747,23,0.5,3.321928094887362,1,0.2545454545454545,11,0,1,19.63586584531143,23,email,Semarang,Jawa Tengah,1,disposable_email
USR04941,23,0.5,3.121928094887362,1,0.2818181818181818,11,1,0,57.782340862423,20,facebook,Makassar,Sulawesi Selatan,1,disposable_email
USR09763,22,0.5555555555555556,3.169925001442312,1,0.12727272727272723,10,1,0,36.0766598220397,11,google,Medan,Sumatera Utara,1,disposable_email
USR06144,23,0.0,3.7004397181410926,0,0.1909090909090909,16,1,1,41.24845995893224,12,google,Yogyakarta,DI Yogyakarta,0,normal
USR00998,24,0.0,2.8962915290459277,0,0.34545454545454546,15,1,1,17.440109514031484,15,facebook,Surabaya,Jawa Timur,0,normal
USR06955,22,0.0,2.7219280948873625,0,0.30999999999999994,18,1,1,51.45242984257358,15,phone,Denpasar,Bali,0,normal
USR08648,21,0.0,2.663532754804255,0,0.6454545454545454,17,1,1,37.894592744695416,23,phone,Makassar,Sulawesi Selatan,1,suspicious_phone_pattern
USR05063,18,0.3333333333333333,2.584962500721156,0,0.1909090909090909,13,1,1,45.01848049281314,9,google,Jakarta,DKI Jakarta,0,normal
USR06709,21,0.0,3.095795255000934,0,0.43636363636363634,20,1,1,26.913073237508556,12,email,Yogyakarta,DI Yogyakarta,1,suspicious_phone_pattern
USR07224,17,0.0,2.5216406363433186,0,0.43636363636363634,17,1,1,24.42984257357974,12,phone,Surabaya,Jawa Timur,1,suspicious_phone_pattern
USR07334,16,0.3333333333333333,2.2516291673878226,0,0.43636363636363634,19,1,1,51.624914442162904,9,email,Surabaya,Jawa Timur,1,suspicious_phone_pattern
USR09750,16,0.3333333333333333,2.584962500721156,0,0.21818181818181817,14,1,1,22.688569472963724,2,google,Makassar,Sulawesi Selatan,0,normal
USR00606,22,0.0,2.9182958340544896,0,0.24545454545454543,16,1,1,21.867214236824093,1,email,Surabaya,Jawa Timur,0,normal
USR03205,23,0.0,2.7773627950641693,0,0.3818181818181818,17,1,1,48.80492813141684,20,phone,Medan,Sumatera Utara,0,normal
USR03083,29,0.0,3.4548223999466066,0,0.3090909090909091,12,1,1,52.63244353182751,4,email,Surabaya,Jawa Timur,0,normal
USR04518,29,0.0,3.146286370662105,0,0.3363636363636363,23,1,1,38.63655030800821,3,facebook,Semarang,Jawa Tengah,0,normal
USR05907,22,0.5,2.9219280948873623,1,0.3181818181818182,11,0,1,53.256673511293634,9,phone,Denpasar,Bali,1,disposable_email
USR09428,20,0.0,2.846439344671015,0,0.1909090909090909,24,1,1,28.424366872005475,10,phone,Yogyakarta,DI Yogyakarta,0,normal
USR04184,25,0.38461538461538464,3.5465935642949384,1,0.2545454545454545,14,0,1,54.47227926078029,21,phone,Jakarta,DKI Jakarta,1,disposable_email
USR09868,19,0.0,3.169925001442312,0,0.21818181818181817,14,1,1,32.035592060232716,14,phone,Makassar,Sulawesi Selatan,0,normal
USR03412,28,0.0,3.202819531114783,0,0.2818181818181818,16,1,1,54.776180698151954,10,phone,Makassar,Sulawesi Selatan,0,normal
USR03290,24,0.45454545454545453,3.277613436819116,1,0.2818181818181818,12,0,0,58.116358658453116,17,google,Jakarta,DKI Jakarta,1,disposable_email
USR01397,24,0.5555555555555556,2.725480556997868,1,0.2545454545454545,10,0,0,17.78781656399726,9,google,Bandung,Jawa Barat,1,disposable_email
USR08943,28,0.0,3.327819531114783,0,0.1909090909090909,19,1,1,36.94729637234771,15,phone,Semarang,Jawa Tengah,0,normal
USR02921,23,0.36363636363636365,3.277613436819116,1,0.2818181818181818,12,0,0,29.95208761122519,8,phone,Yogyakarta,DI Yogyakarta,1,disposable_email
USR01697,18,0.3333333333333333,2.584962500721156,0,0.46363636363636357,18,1,1,34.5242984257358,21,google,Surabaya,Jawa Timur,1,suspicious_phone_pattern
USR00518,17,0.2857142857142857,2.5216406363433186,0,0.37272727272727274,17,1,1,26.885694729637233,6,phone,Bandung,Jawa Barat,0,normal
USR06509,19,0.2222222222222222,2.94770277922009,0,0.2545454545454545,19,1,1,41.73032169746749,22,phone,Surabaya,Jawa Timur,0,normal
USR08095,19,0.0,2.94770277922009,0,0.2818181818181818,17,1,1,49.987679671457904,20,phone,Medan,Sumatera Utara,0,normal
USR07949,22,0.5555555555555556,2.94770277922009,1,0.2545454545454545,10,1,0,21.130732375085557,12,google,Jakarta,DKI Jakarta,1,disposable_email
USR09848,25,0.0,2.623516641218015,0,0.46363636363636357,15,1,1,31.83299110198494,9,email,Yogyakarta,DI Yogyakarta,1,suspicious_phone_pattern
USR09076,23,0.36363636363636365,3.0957952550009344,1,0.39999999999999997,12,0,0,50.75154004106776,7,google,Denpasar,Bali,1,disposable_email
USR07705,21,0.0,3.027169118440619,0,0.43636363636363634,20,1,1,43.57563312799452,8,facebook,Semarang,Jawa Tengah,1,suspicious_phone_pattern
USR01980,19,0.2857142857142857,2.807354922057604,0,0.43636363636363634,23,1,1,59.74537987679671,4,phone,Denpasar,Bali,1,suspicious_phone_pattern
USR07440,22,0.5555555555555556,2.725480556997868,1,0.34545454545454546,10,1,1,39.422313483915126,9,google,Makassar,Sulawesi Selatan,1,disposable_email
USR04768,25,0.4166666666666667,3.2516291673878226,1,0.3181818181818182,13,1,1,60.284736481861735,10,google,Surabaya,Jawa Timur,1,disposable_email
USR08517,22,0.0,2.7516291673878226,0,0.21000000000000002,16,1,1,58.327173169062284,13,google,Denpasar,Bali,0,normal
USR01938,18,0.25,2.75,0,0.3090909090909091,10,1,1,59.1895961670089,18,google,Semarang,Jawa Tengah,0,normal
USR05661,19,0.2857142857142857,2.2359263506290326,0,0.1909090909090909,20,1,1,33.57426420260096,8,phone,Makassar,Sulawesi Selatan,0,normal
USR06702,18,0.25,2.4056390622295662,0,0.37,15,1,1,27.312799452429843,14,email,Yogyakarta,DI Yogyakarta,0,normal
USR00980,23,0.0,2.6535442970305687,0,0.24000000000000002,18,1,1,60.276522929500345,7,google,Denpasar,Bali,0,normal
USR05470,25,0.5,2.9219280948873623,1,0.2818181818181818,11,1,1,40.01916495550992,21,google,Semarang,Jawa Tengah,1,disposable_email
USR06609,25,0.0,3.085055102756477,0,0.4727272727272727,14,1,1,54.42847364818618,0,email,Surabaya,Jawa Timur,1,suspicious_phone_pattern
USR02194,26,0.0,3.0306390622295662,0,0.2818181818181818,23,1,1,48.93360711841205,22,google,Medan,Sumatera Utara,0,normal
USR00109,23,0.5,3.121928094887362,1,0.34545454545454546,11,1,1,40.36139630390144,18,google,Yogyakarta,DI Yogyakarta,1,disposable_email
USR03000,23,0.375,2.75,1,0.2818181818181818,9,0,1,30.666666666666668,14,email,Bandung,Jawa Barat,1,disposable_email
USR00729,19,0.2857142857142857,2.807354922057604,0,0.47,13,1,1,47.121149897330596,1,google,Bandung,Jawa Barat,1,suspicious_phone_pattern
USR05891,20,0.0,2.75,0,0.43636363636363634,21,1,1,38.66392881587954,20,google,Jakarta,DKI Jakarta,1,suspicious_phone_pattern
USR06739,21,0.0,2.663532754804255,0,0.2545454545454545,16,1,1,31.449691991786448,3,email,Makassar,Sulawesi Selatan,0,normal
USR07837,26,0.0,2.9056390622295662,0,0.43636363636363634,20,1,1,58.82819986310746,7,google,Jakarta,DKI Jakarta,1,suspicious_phone_pattern
USR08455,25,0.5,3.121928094887362,1,0.2545454545454545,11,0,1,30.6694045174538,0,email,Semarang,Jawa Tengah,1,disposable_email
USR00197,18,0.0,2.75,0,0.34545454545454546,18,1,1,39.45790554414784,8,google,Denpasar,Bali,0,normal
USR02216,23,0.45454545454545453,3.277613436819116,1,0.37272727272727274,12,1,1,47.56741957563313,23,google,Makassar,Sulawesi Selatan,1,disposable_email
USR08406,23,0.5,2.25,1,0.2545454545454545,9,0,0,38.78713210130048,21,phone,Makassar,Sulawesi Selatan,1,disposable_email
USR03204,22,0.5555555555555556,2.5032583347756456,1,0.2818181818181818,10,1,1,36.56125941136208,9,google,Semarang,Jawa Tengah,1,disposable_email
USR03645,22,0.5,3.121928094887362,1,0.1545454545454545,11,0,1,38.32169746748802,17,google,Bandung,Jawa Barat,1,disposable_email
USR08594,19,0.0,3.169925001442312,0,0.4727272727272727,14,1,1,30.910335386721425,8,phone,Semarang,Jawa Tengah,1,suspicious_phone_pattern
USR07450,22,0.0,2.688721875540867,0,0.43636363636363634,18,1,1,29.37987679671458,11,phone,Denpasar,Bali,1,suspicious_phone_pattern
USR09092,22,0.5,3.1219280948873624,1,0.38,11,0,1,26.190280629705683,8,email,Semarang,Jawa Tengah,1,disposable_email
USR06771,27,0.0,3.106890595608519,0,0.2818181818181818,16,1,1,29.519507186858316,5,facebook,Surabaya,Jawa Timur,0,normal
USR04956,19,0.5555555555555556,2.725480556997868,0,0.43636363636363634,10,1,1,16.88158795345654,18,google,Yogyakarta,DI Yogyakarta,1,suspicious_phone_pattern
USR02617,22,0.5555555555555556,2.5032583347756456,1,0.3090909090909091,10,1,0,39.526351813826146,7,google,Surabaya,Jawa Timur,1,disposable_email
USR03178,17,0.2857142857142857,2.5216406363433186,0,0.43636363636363634,19,1,1,58.22861054072553,16,google,Bandung,Jawa Barat,1,suspicious_phone_pattern
USR08340,24,0.5555555555555556,2.94770277922009,1,0.2545454545454545,10,1,1,39.39219712525667,11,email,Jakarta,DKI Jakarta,1,disposable_email
USR07697,18,0.0,2.75,0,0.3090909090909091,26,1,1,38.168377823408626,15,google,Semarang,Jawa Tengah,0,normal
USR06462,21,0.0,3.0957952550009344,0,0.42727272727272725,29,1,1,47.31006160164271,9,phone,Jakarta,DKI Jakarta,1,suspicious_phone_pattern
USR01664,22,0.5,3.121928094887362,1,0.13999999999999996,11,1,0,32.889801505817935,6,email,Medan,Sumatera Utara,1,disposable_email
USR02045,24,0.0,2.688721875540867,0,0.43636363636363634,13,1,1,30.858316221765914,8,google,Bandung,Jawa Barat,1,suspicious_phone_pattern
USR09353,20,0.625,3.0,1,0.3090909090909091,9,0,0,60.40246406570842,14,email,Yogyakarta,DI Yogyakarta,1,disposable_email
USR03455,23,0.5,3.1219280948873624,1,0.21818181818181817,11,1,1,44.8104038329911,15,google,Bandung,Jawa Barat,1,disposable_email
USR05238,25,0.0,3.189898095464287,0,0.21818181818181817,17,1,1,18.663928815879533,11,google,Yogyakarta,DI Yogyakarta,0,normal
USR00913,24,0.4166666666666667,3.418295834054489,1,0.3090909090909091,13,0,1,20.13141683778234,2,facebook,Bandung,Jawa Barat,1,disposable_email
USR08516,26,0.0,2.950212064914747,0,0.46363636363636357,15,1,1,31.54277891854894,18,google,Bandung,Jawa Barat,1,suspicious_phone_pattern
USR07760,20,0.0,2.8464393446710154,0,0.34545454545454546,15,1,1,19.745379876796715,10,email,Denpasar,Bali,0,normal
USR08769,25,0.5,3.121928094887362,1,0.12727272727272723,11,0,0,52.772073921971256,5,google,Bandung,Jawa Barat,1,disposable_email
USR09869,23,0.0,2.7773627950641693,0,0.43636363636363634,11,1,1,44.11225188227242,16,phone,Bandung,Jawa Barat,1,suspicious_phone_pattern
USR03760,23,0.45454545454545453,3.277613436819116,1,0.34545454545454546,12,0,0,22.850102669404517,23,email,Surabaya,Jawa Timur,1,disposable_email
USR04487,24,0.45454545454545453,3.095795255000934,1,0.1909090909090909,12,0,0,36.27378507871321,10,phone,Bandung,Jawa Barat,1,disposable_email
USR05010,21,0.0,3.027169118440619,0,0.2818181818181818,25,1,1,47.32375085557837,11,google,Semarang,Jawa Tengah,0,normal
USR00938,24,0.45454545454545453,3.277613436819116,1,0.3090909090909091,12,0,1,54.93223819301848,22,email,Yogyakarta,DI Yogyakarta,1,disposable_email
USR05365,26,0.45454545454545453,2.913977073182752,1,0.1909090909090909,12,0,1,39.983572895277206,12,google,Denpasar,Bali,1,disposable_email
USR07911,20,0.0,3.121928094887362,0,0.1909090909090909,22,1,1,35.39493497604381,18,google,Medan,Sumatera Utara,0,normal
USR02223,18,0.25,3.0,0,0.3090909090909091,19,1,1,39.38672142368241,8,google,Denpasar,Bali,0,normal
USR01965,27,0.35714285714285715,3.52164063634332,1,0.2818181818181818,15,1,1,20.005475701574266,23,google,Bandung,Jawa Barat,1,disposable_email
USR01237,18,0.0,2.75,0,0.46363636363636357,13,1,1,17.347022587268995,1,google,Makassar,Sulawesi Selatan,1,suspicious_phone_pattern
USR08424,22,0.5555555555555556,2.5032583347756456,1,0.21818181818181817,10,0,1,46.37371663244353,5,phone,Jakarta,DKI Jakarta,1,disposable_email
USR02049,21,0.5555555555555556,2.725480556997868,1,0.43636363636363634,10,1,0,30.71047227926078,11,google,Bandung,Jawa Barat,1,disposable_email
USR07315,19,0.0,2.94770277922009,0,0.2545454545454545,18,1,1,37.73579739904175,14,phone,Bandung,Jawa Barat,0,normal
USR06948,24,0.0,3.0220552088742005,0,0.21000000000000002,17,1,1,28.854209445585216,12,email,Denpasar,Bali,0,normal
